error,unfairness
0.32732811028615727,0.18537316271159743
0.33704735660923835,0.14794500891788814
0.35402040555544134,0.09846724476220266
0.3968806021125728,0.043668386479885746
0.41541854225578234,0.022550507883546865
0.41556078976645083,0.022168229907647403
0.41598753229845653,0.021134755517113146
0.4161771506914407,0.02012419704764415
0.4166513090603359,0.01959152380829334
0.4169358040816731,0.019259582866466986
0.4174572546623794,0.018831866566255583
0.41774174968371647,0.017473297012264098
0.41864262810733033,0.017037491309743264
0.41997017039244544,0.015540506307034458
0.4210131389857191,0.014793117806338116
0.4211079481822112,0.013633645658409552
0.421724354061775,0.012474073153332817
0.4217717698986645,0.011417646945815655
0.4230991885587013,0.010026091875326567
0.42456882101347615,0.008908368615311921
0.42504297938237134,0.00872657713883522
0.42537482280873706,0.007597109814493408
0.42641797122030656,0.006529354129416345
0.4274135576926211,0.005470530868956261
0.4278876036750814,0.004709839864393916
0.4280772670226395,0.0040323159647523196
0.4284565937177557,0.0034431734493008794
0.4294046856826762,0.0033477962488967783
0.42959430407566035,0.0027253521376321838
0.43300801955883605,0.0022125597049404725
0.43405116797040555,0.0014994349904748877
0.43447780935461977,0.001358629578630499
0.4351415861164991,0.0010204529728557372
0.4381761322455675,0.0007633018433318179
0.4451927770137374,0.00032637660200116536
0.47088980049272455,0.0
