Seed,Training accuracy,Training Unfairness(3),Training objective function,Test accuracy,Test unfairness,#Nodes explored for best solution,Cache size for best solution,Average length,CPU running time (s),Solving Status,Model
13,0.5562782294489611,0.009716206398690475,0.4517217705510389,0.5365853658536586,0.11847894406033943,5825644,3871676,8,904.269236,TIME_OUT,"RULELIST:
 if [priors_count_middle]: (recidivism:yes) = True
else if [age_low]: (recidivism:yes) = False
else if [priors_count_low]: (recidivism:yes) = False
else if [age_high]: (recidivism:yes) = False
else if [sex_Male]: (recidivism:yes) = True
else if [c_charge_degree_Felony]: (recidivism:yes) = False
else if [age_very_low]: (recidivism:yes) = False
else if [priors_count_high]: (recidivism:yes) = True
else (recidivism:yes) = False"
