error,unfairness
0.3278969654651096,0.22547234700372093
0.3345819129092791,0.19312283292353477
0.35520566661395736,0.05233763803021463
0.35970982272051377,0.0444033915440706
0.35980472182615375,0.04361653972936071
0.36051595937949643,0.04180765258818886
0.36136910728420313,0.03694666650784094
0.3617484115020323,0.035253697070712686
0.3629812232611599,0.03274712045205154
0.36369229223485033,0.032210802381655336
0.3675324917612314,0.029018135342066022
0.3673902442505629,0.02943071054982671
0.36843328027569744,0.02614673454939822
0.36971349663307096,0.02534900814708385
0.37075664504464045,0.023036984748199364
0.3726532560429343,0.022751866461345093
0.37473851891087206,0.01706781380236211
0.37933695599767636,0.011155886033165498
0.37573409414454306,0.012819374376036497
0.38147056750991337,0.00970480181670998
0.38237119868337044,0.0076911404144094754
0.38331959409166527,0.00495179756675766
0.38407824748189756,0.004744075894804983
0.3901936429512183,0.0039074021203113814
0.3917594220010606,0.0015645978065292915
0.3931799640610658,0.0012094139526598047
0.3939398199861517,0.0009758675691445117
0.4024733894209075,0.0004658512554748001
0.47088980049272455,0.0
