error,unfairness
0.330931230159087,0.1877169090184144
0.3904844555158862,0.07675192823071005
0.4090684101189781,0.06891556026580678
0.41475561391044724,0.060814430626215575
0.4187386350351179,0.05476898891933833
0.42271949782817875,0.04895318922651317
0.4189282084948335,0.05023572637567255
0.4382720756854951,0.04052235028728562
0.4708952579655926,0.0
0.3677216111945466,0.11445847844733988
0.4145694578091135,0.06577873359020245
0.3288493394605969,0.2161429199481061
0.35862046637948863,0.1273564415125134
0.3933293164383931,0.0758848518647264
0.4308792503394876,0.04430038753528219
