accuracy,unfairness,accuracy_test,unfairness_test,epsilon
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.0
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.1
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.3
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.4
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.5
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.6
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.7
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.8
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.9
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.95
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.951
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.952
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.953
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.954
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.955
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.956
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.957
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.958
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.959
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.96
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.961
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.962
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.963
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.964
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.965
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.966
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.967
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.968
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.969
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.97
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.971
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.972
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.973
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.974
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.975
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.976
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.977
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.978
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.979
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.98
0.8223868531702381,0.004390674857282948,0.8223043155941274,0.011301559193835999,0.981
0.8222960903499897,0.004288827859885937,0.821842269389507,0.013125586607551882,0.982
0.8212729880397587,0.0033262125737658884,0.8212481119377824,0.01053382316857535,0.983
0.8213142438671444,0.002936332357962774,0.8218421713437228,0.010581334021986721,0.984
0.8214875183421639,0.003255803222617035,0.8217101581424029,0.008551419476722066,0.985
0.8214875183421639,0.003255803222617035,0.8217101581424029,0.008551419476722066,0.986
0.8214875183421639,0.003255803222617035,0.8217101581424029,0.008551419476722066,0.987
0.8219248301124514,0.0035648259884380707,0.8222052076473533,0.012596472194282022,0.988
0.8214627648457326,0.0025254253249142296,0.8214131284394325,0.012001840170265114,0.989
0.8206211459670658,0.0033789218035817636,0.8195649436209507,0.01403968391261012,0.99
0.8202003365277326,0.0031362588789512784,0.8193009172183103,0.013748256114618667,0.991
0.81954849445504,0.002897645464279096,0.8183438215087394,0.011685607088911995,0.992
0.8193257129871576,0.0027666961659164493,0.8183438215087394,0.009856863464981802,0.993
0.8185831295390772,0.0024473706284360262,0.8184096538057833,0.01198041166725966,0.994
0.817774515322319,0.0019314339346832529,0.8163634491853212,0.010435381652573999,0.995
0.8168586417410667,0.0014722045797649287,0.816297333644901,0.01309964648524943,0.996
0.8173454605042169,0.0009594785159455644,0.8171884227538119,0.014812475252366583,0.997
0.815868512436045,0.0007172605140205035,0.8155051672851721,0.017732058950010073,0.998
0.8147298492174396,0.00035542055173484543,0.8148450958315834,0.015195357824634098,0.999
0.752104017582335,0.0,0.7521038337535686,0.0,1.0
