error,unfairness
0.32704368269668105,0.18541003082627022
0.33704735660923835,0.14794500891788814
0.34871053985835476,0.08128043399042188
0.35444711437151644,0.02874106671930578
0.35790821197565115,0.02208447792545974
0.35824006664066044,0.020458850107316427
0.35838231415132904,0.020253631969185455
0.35871422500955563,0.01927252310654486
0.35876164084644524,0.01919811834464009
0.35947277725199667,0.01869241527595154
0.35961502476266516,0.018487197137820564
0.3598994523521414,0.017540987280382753
0.36089518492682127,0.017036977263004478
0.3615115233745241,0.016058779372852376
0.3618908388309968,0.015169727762606649
0.3619856705047757,0.014476567766164999
0.3620330863416653,0.014438155299426842
0.3621753338523339,0.014232937161295856
0.3718458718945239,0.013465400218470267
0.3719880969279056,0.01268034618645432
0.37260450280746926,0.012087516457994793
0.37284158199191686,0.011229058554632637
0.37293641366569596,0.011164320015356555
0.37402697791415496,0.010144906446522928
0.37800897540546496,0.008932192886374788
0.37872021295880764,0.008352210217456654
0.37876762879569725,0.007193765953007936
0.3792416747781575,0.00707512611245203
0.3793364839746496,0.006899742365187633
0.3907635770399459,0.005722974615842818
0.3913324546961853,0.004897545072004403
0.39142728636996416,0.004795365002141968
0.39152211804374326,0.004354597101834981
0.39190144473885946,0.0037654545863835404
0.3945567091273856,0.0033246281425496544
0.3949833954661739,0.0027783468626979475
0.3973539625377801,0.002223456401223728
0.3974487942115592,0.0018976717777485024
0.3979702672695524,0.001638263642847676
0.4091603485822619,0.00120898363517008
0.4381761322455675,0.0007633018433318179
0.4451927770137374,0.00032637660200116536
0.47088980049272455,0.0
