accuracy,unfairness,accuracy_test,unfairness_test,epsilon
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.0
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.1
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.3
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.4
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.5
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.6
0.6721030345348904,0.22547234700372093,0.6703916472566707,0.22561713550366388,0.7
0.6654180870907209,0.19312283292353477,0.6629993614935655,0.1936788807929121,0.8
0.6447943333860426,0.05233763803021463,0.6442256535697906,0.055965663130299624,0.9
0.6373503279604751,0.04245067536442022,0.6360727357752458,0.04820106242471052,0.95
0.6366390904071322,0.04250282857746176,0.6345561480975206,0.04637444687077993,0.951
0.6402901772794862,0.0444033915440706,0.6358820831497252,0.04584801057431161,0.952
0.6398634347474805,0.04419568762738642,0.6356925096900096,0.043391141301437376,0.953
0.6401952781738462,0.04361653972936071,0.6358822630106926,0.045421995987659294,0.954
0.6394840406205036,0.04180765258818886,0.6355031160912614,0.04478707535273866,0.955
0.6385360048488004,0.038741143759725295,0.6356919701071072,0.04439848825999869,0.956
0.6382040939905737,0.037963687036759786,0.6356919701071072,0.04632777246010653,0.957
0.6385360048488004,0.038741143759725295,0.6356919701071072,0.04439848825999869,0.958
0.6382515435433938,0.03736569108066046,0.6351228900060253,0.04539766432557492,0.959
0.6379196326851669,0.03658823435769495,0.6351228900060253,0.047326948525682755,0.96
0.6386308927157969,0.03694666650784094,0.6366412762934252,0.045913210314216725,0.961
0.6382515884979677,0.035253697070712686,0.6356925096900096,0.04671252628015381,0.962
0.6381567568241886,0.03529445278877985,0.6356925096900096,0.04655939836232002,0.963
0.6370187767388401,0.03274712045205154,0.6372090973677347,0.044584569933421137,0.964
0.6363077077651497,0.032210802381655336,0.6364500840850023,0.04255908532359676,0.965
0.6313298990286552,0.028857167937993467,0.6267741036179034,0.03663434427785976,0.966
0.6324675082387686,0.029018135342066022,0.6284815237821164,0.036284506543349006,0.967
0.6326097557494371,0.02943071054982671,0.6301876849195571,0.03620732092517838,0.968
0.6277270146982351,0.02756692072732143,0.6322756908909413,0.032959126129949515,0.969
0.6315667197243026,0.02614673454939822,0.6279124436810346,0.03823577414504757,0.97
0.630286503366929,0.02534900814708385,0.62810273658462,0.040981349169052286,0.971
0.6300968400193709,0.02586388285256621,0.6286714569637669,0.043887832066228524,0.972
0.6292433549553595,0.023036984748199364,0.62810273658462,0.04613826158644803,0.973
0.6273467439570657,0.022751866461345093,0.6281034560284899,0.0411659082741754,0.974
0.6252614810891279,0.01706781380236211,0.6282950079588477,0.03447011210759665,0.975
0.6217535295802782,0.016636276168817712,0.6159610421144455,0.04046832398151472,0.976
0.6200939640505014,0.017121913498708362,0.6188086009514645,0.04647877667273694,0.977
0.6246926371488192,0.01725965534156747,0.6275361745370829,0.03725732446888049,0.978
0.6233638248969894,0.02016026361031593,0.6195721107583837,0.0323571225575521,0.979
0.6193827939290196,0.018874824430112836,0.6131134832774265,0.039848907475036735,0.98
0.6206630440023236,0.011155886033165498,0.6174787089579754,0.03851144781514329,0.981
0.6242659058554569,0.012819374376036497,0.6271564880347492,0.03589017710746515,0.982
0.62014082919386,0.013106685640792093,0.6241213342086567,0.03038248969138311,0.983
0.6163951691365271,0.008796646616968917,0.627912263820067,0.0358620437090974,0.984
0.6129820605401,0.007810407018562726,0.6155849528314613,0.02514579686897043,0.985
0.6185294324900866,0.00970480181670998,0.6085642598271537,0.03636165138965773,0.986
0.6164434053943915,0.006491730997146267,0.6053391728194105,0.02784404927131313,0.987
0.6133618367809558,0.00824453496157011,0.6026819068859772,0.03892829112645596,0.988
0.6176288013166296,0.0076911404144094754,0.6053398922632806,0.04107233341684631,0.989
0.6166804059083347,0.00495179756675766,0.6068575591068105,0.03921997353848431,0.99
0.6159217525181024,0.004744075894804983,0.605530544888801,0.035401396437052944,0.991
0.6098063570487817,0.0039074021203113814,0.5996485516695594,0.034333089378250414,0.992
0.6058717753943611,0.003652037361487656,0.5968022518593127,0.03413368451323366,0.993
0.6040700185471334,0.0023716606895100275,0.6089363921688534,0.03986406761187705,0.994
0.598427320423054,0.0027421027541437272,0.5966169950628164,0.03366106991016876,0.995
0.6082405779989394,0.0015645978065292915,0.6117873683642544,0.04567650467148918,0.996
0.6068200359389342,0.0012094139526598047,0.608180436522568,0.03462104717208427,0.997
0.6060601800138483,0.0009758675691445117,0.6000309360864053,0.03924266324685271,0.998
0.5975266105790925,0.0004658512554748001,0.5914983317895267,0.037798186529198766,0.999
0.5291101995072754,0.0,0.5291047420344074,0.0,1.0
