Seed,Training accuracy,Training Unfairness(5),Training objective function,Test accuracy,Test unfairness,#Nodes explored for best solution,Cache size for best solution,Average length,CPU running time (s),Solving Status,Model
10,0.7533333333333333,0.036915113871635624,0.2536666666666667,0.71,0.16666666666666663,12896409,519019,7,401.149782,TIME_OUT,"RULELIST:
 if [credit_duration_months_low]: (recidivism:yes) = True
else if [account_balance_little]: (recidivism:yes) = False
else if [account_balance_na]: (recidivism:yes) = True
else if [occupation_skilled-employee__AND__guarantor_none]: (recidivism:yes) = True
else if [savings_little__AND__guarantor_none]: (recidivism:yes) = False
else if [occupation_skilled-employee]: (recidivism:yes) = False
else if [employment_duration_>7_year]: (recidivism:yes) = False
else (recidivism:yes) = True"
