Seed,Training accuracy,Training Unfairness(1),Training objective function,Test accuracy,Test unfairness,#Nodes explored for best solution,Cache size for best solution,Average length,CPU running time (s),Solving Status,Model
19,0.7655555555555555,0.03344456803856133,0.24544444444444447,0.68,0.04508856682769724,83605593,1385602,11,1828.7806449999998,OPT,"RULELIST:
 if [account_balance_na]: (recidivism:yes) = True
else if [credit_duration_months_low]: (recidivism:yes) = True
else if [credit_amount_low]: (recidivism:yes) = False
else if [previous_credit_payment_status_other_credits_existing]: (recidivism:yes) = True
else if [other_credits_none__AND__installment_rate(perc_disp_income)_high]: (recidivism:yes) = False
else if [guarantor_none__AND__telephone_no]: (recidivism:yes) = True
else if [other_credits_none__AND__guarantor_none]: (recidivism:yes) = True
else if [savings_little__AND__guarantor_none]: (recidivism:yes) = False
else if [installment_rate(perc_disp_income)_high]: (recidivism:yes) = True
else if [credit_purpose_radio/television]: (recidivism:yes) = True
else if [foreign_worker_yes__AND__residence_duration_high]: (recidivism:yes) = False
else (recidivism:yes) = True"
