accuracy,unfairness,accuracy_test,unfairness_test,epsilon
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.0
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.1
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.3
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.4
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.5
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.6
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.7
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.8
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.9
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.95
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.951
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.952
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.953
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.954
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.955
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.956
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.957
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.958
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.959
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.96
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.961
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.962
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.963
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.964
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.965
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.966
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.967
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.968
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.969
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.97
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.971
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.972
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.973
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.974
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.975
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.976
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.977
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.978
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.979
0.8244743980359504,0.00809461902958486,0.8234924344060086,0.02013958584485742,0.98
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.981
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.982
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.983
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.984
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.985
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.986
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.987
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.988
0.8244166398776105,0.006252122160745288,0.8244165268152495,0.025223231288053427,0.989
0.824185607244251,0.0057634306229463975,0.8242185070132694,0.02827299051758795,0.99
0.8240948481683434,0.004124286192266136,0.8231292183517741,0.024801736051831735,0.991
0.8240948481683434,0.004124286192266136,0.8231292183517741,0.024801736051831735,0.992
0.8240453411754807,0.0029371345792169267,0.8221721226422032,0.01987860425229543,0.993
0.8236575363980558,0.0026952688531676873,0.8222711325431933,0.02179968863239621,0.994
0.8234182525992193,0.0017013879534425792,0.8227331787478137,0.02051872915471541,0.995
0.8234182525992193,0.0017013879534425792,0.8227331787478137,0.02051872915471541,0.996
0.8234182525992193,0.0017013879534425792,0.8227331787478137,0.02051872915471541,0.997
0.8227664105265265,0.0009213661875230539,0.8218090863385727,0.024996461208456156,0.998
0.8222878429288534,0.0007142443023553158,0.8218090863385727,0.02466330622361579,0.999
0.752104017582335,0.0,0.7521038337535686,0.0,1.0
