accuracy,unfairness,accuracy_train,unfairness_train,epsilon,strategy
0.6698223872946214,0.07778268872461072,0.6718660115436602,0.07257735217902968,0.0,BFS original
0.6698223872946214,0.07778268872461072,0.6718660115436602,0.07257735217902968,0.1,BFS original
0.6698223872946214,0.07778268872461072,0.6718660115436602,0.07257735217902968,0.3,BFS original
0.6698223872946214,0.07778268872461072,0.6718660115436602,0.07257735217902968,0.5,BFS original
0.6698223872946214,0.07778268872461072,0.6718660115436602,0.07257735217902968,0.7,BFS original
0.5749815192855923,0.04867279378583052,0.5808882933906324,0.029985156000893357,0.9,BFS original
0.5495786756836964,0.023191124501416402,0.5503999102706704,0.01708817498291182,0.91,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.92,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.93,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.94,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.95,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9520000000000001,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9540000000000001,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.956,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.958,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.961,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.963,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.965,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9670000000000001,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9690000000000001,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.971,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.973,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.975,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.977,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9790000000000001,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.982,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9840000000000001,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.986,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.988,BFS original
0.5291047420344074,0.0,0.5291101995072754,0.0,0.99,BFS original
0.6620482566975728,0.08139728162580431,0.6647072653671873,0.06955622875196255,0.0,Curious
0.6620482566975728,0.08139728162580431,0.6647072653671873,0.06955622875196255,0.1,Curious
0.6620482566975728,0.08139728162580431,0.6647072653671873,0.06955622875196255,0.3,Curious
0.6620482566975728,0.08139728162580431,0.6647072653671873,0.06955622875196255,0.5,Curious
0.6620482566975728,0.08139728162580431,0.6647072653671873,0.06955622875196255,0.7,Curious
0.5528014244988624,0.024429862306368344,0.5519172170511351,0.0011482042356983026,0.9,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.91,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.92,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.93,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.94,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.95,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9520000000000001,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9540000000000001,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.956,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.958,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.961,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.963,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.965,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9670000000000001,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9690000000000001,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.971,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.973,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.975,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.977,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9790000000000001,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.982,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.9840000000000001,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.986,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.988,Curious
0.5291047420344074,0.0,0.5291101995072754,0.0,0.99,Curious
0.6593971060370334,0.08931307124255305,0.6694480848283819,0.0773669454374801,0.0,Lower bound
0.6593971060370334,0.08931307124255305,0.6694480848283819,0.0773669454374801,0.1,Lower bound
0.6593971060370334,0.08931307124255305,0.6694480848283819,0.0773669454374801,0.3,Lower bound
0.6593971060370334,0.08931307124255305,0.6694480848283819,0.0773669454374801,0.5,Lower bound
0.6593971060370334,0.08931307124255305,0.6694480848283819,0.0773669454374801,0.7,Lower bound
0.5806687230770614,0.04255733369685923,0.5846815603417942,0.029103774210919014,0.9,Lower bound
0.5685360216552604,0.046707751532391116,0.5725431060980768,0.03513322376421133,0.91,Lower bound
0.5291047420344074,0.0,0.5291101995072754,0.0,0.92,Lower bound
0.5291047420344074,0.0,0.5291101995072754,0.0,0.93,Lower bound
0.5291047420344074,0.0,0.5291101995072754,0.0,0.94,Lower bound
0.5291047420344074,0.0,0.5291101995072754,0.0,0.95,Lower bound
