accuracy,unfairness,accuracy_train,unfairness_train,epsilon,strategy
0.6698223872946214,0.21294746714882007,0.6718660115436602,0.21168628650863405,0.0,BFS original
0.6698223872946214,0.21294746714882007,0.6718660115436602,0.21168628650863405,0.1,BFS original
0.6698223872946214,0.21294746714882007,0.6718660115436602,0.21168628650863405,0.3,BFS original
0.6698223872946214,0.21294746714882007,0.6718660115436602,0.21168628650863405,0.5,BFS original
0.6698223872946214,0.21294746714882007,0.6718660115436602,0.21168628650863405,0.7,BFS original
0.6368299504483035,0.13672439306400214,0.6411436398662107,0.09674726761064292,0.9,BFS original
0.6309481370900294,0.11112979743660747,0.6378724865757214,0.0889444060379342,0.91,BFS original
0.6305706089193055,0.09197359076698566,0.6343164673886597,0.07748020657428842,0.92,BFS original
0.6222257794724677,0.08885256442740716,0.6278686103675811,0.06729138621638926,0.93,BFS original
0.6178645107332033,0.08843849399092488,0.6254032116221959,0.056438114026323184,0.94,BFS original
0.609894691403545,0.07666586045233457,0.615115008972371,0.04486403890730913,0.95,BFS original
0.6053431297606949,0.08631490714104947,0.6147830981141444,0.04568664811907798,0.9520000000000001,BFS original
0.6023103141271797,0.10078741696447073,0.6105635381767166,0.042436323838093794,0.9540000000000001,BFS original
0.5977612705378743,0.11862935950871405,0.610610538183797,0.04103136763616359,0.956,BFS original
0.5939681825948542,0.10701529316053918,0.6073865759573274,0.03971513054712774,0.958,BFS original
0.597571517217191,0.09293748601368187,0.6054901672546162,0.033712154734968504,0.961,BFS original
0.5962445029991816,0.09199329448641252,0.6035935337790355,0.032423480391293294,0.963,BFS original
0.5911235015333147,0.10017905081495077,0.6035935450176789,0.032432871730425195,0.965,BFS original
0.5939671034290492,0.09774337032589507,0.6034987695371173,0.030345921750253826,0.9670000000000001,BFS original
0.5909333884906967,0.08605857612609992,0.6005593135706283,0.028514934422848907,0.9690000000000001,BFS original
0.5911240411162172,0.07912733436053129,0.5995636484278093,0.021628265028824124,0.971,BFS original
0.5871394012428393,0.07640406389190273,0.5989473324573935,0.023927042111798268,0.973,BFS original
0.5899873198017932,0.08314042786855821,0.5981412070370542,0.0199172478147988,0.975,BFS original
0.5746237758212901,0.0672767758842961,0.5911246072234583,0.020358594661799644,0.977,BFS original
0.5729150966303048,0.07574527100142353,0.5892757379827153,0.01942001578684367,0.9790000000000001,BFS original
0.5846756657104059,0.06715328169369239,0.592451980928921,0.010897704582921584,0.982,BFS original
0.5787985287372861,0.05812028729039685,0.5893699627697457,0.011694231265404396,0.9840000000000001,BFS original
0.5808809590186785,0.07827915452399045,0.5882799154988871,0.011725569660015731,0.986,BFS original
0.5795548441055065,0.05052765992943555,0.5880428363144397,0.007738256542775991,0.988,BFS original
0.5750036421845914,0.05019944081432387,0.5866204174009717,0.008172641478829502,0.99,BFS original
0.6620482566975728,0.1899457258989504,0.6647072653671873,0.1874965028316748,0.0,Curious
0.6620482566975728,0.1899457258989504,0.6647072653671873,0.1874965028316748,0.1,Curious
0.6620482566975728,0.1899457258989504,0.6647072653671873,0.1874965028316748,0.3,Curious
0.6620482566975728,0.1899457258989504,0.6647072653671873,0.1874965028316748,0.5,Curious
0.6620482566975728,0.1899457258989504,0.6647072653671873,0.1874965028316748,0.7,Curious
