error,unfairness
0.33718944677889806,0.07149404909657517
0.3375212789666203,0.07106142618757635
0.34747749208771395,0.04494961706678766
0.34899464152716975,0.04367079813360597
0.34946879989606505,0.043299763642956665
0.34956363156984405,0.04137069675465246
0.3498481715457552,0.039592554086941914
0.3506540497159376,0.03957800794004438
0.35112819684618946,0.03877305682079866
0.357053884013378,0.03642055747547364
0.35705389525202147,0.03446940124003672
0.35975659795472426,0.033185648021143856
0.36468774384344305,0.030814679741346728
0.36520928433329725,0.03013187079311368
0.36520934052651466,0.02914960072943895
0.3670583333923363,0.02834911218938523
0.36838570709779905,0.02583134615353113
0.36890733749680116,0.025534199322326145
0.36990303635555066,0.02482699640274717
0.37037717224715894,0.0240842721721769
0.37037725091766327,0.023420588403993435
0.37213163688257567,0.02169258154128977
0.3722738057227397,0.02009436550305659
0.3729850432760825,0.019478204860406967
0.3736488649925358,0.01631294274929771
0.37464442898756345,0.015015571817313767
0.37511862107238914,0.014639196672971599
0.3787221572441317,0.013162789859196833
0.3848859912668996,0.011113384074207634
0.38588148783006626,0.010108886509112413
0.39360859468517817,0.009048020705782612
0.39365604423799794,0.00681440495229968
0.3937984041351015,0.005609453899615114
0.39450946187014846,0.004304074628285415
0.39498362023904376,0.00400224440154251
0.39574227362927605,0.0036462005160719847
0.39749662587825785,0.0015512194501279496
0.3982550769729074,0.0008764893024652664
0.3988714828524712,0.00045917177596612737
0.47088980049272455,0.0
