accuracy,unfairness
0.8293999999999999,0.1135673023047595
0.8298,0.09754963837116985
0.8270500000000001,0.08973706079205616
0.82555,0.08431310406242734
0.8240000000000001,0.07984345714264061
0.8224499999999999,0.07791499076827384
0.82215,0.07666437631997138
0.8199,0.0730475828478183
0.81775,0.0730717671681742
0.81265,0.07259338396475082
0.8103,0.06458706532027045
0.8051499999999999,0.06178706381069883
0.8001999999999999,0.05240372175412632
0.8061999999999999,0.06850091152454543
0.7993500000000001,0.06462066972078725
0.7992499999999999,0.04888301437537541
0.78985,0.0406735696705562
0.78885,0.044927238979838705
0.7976500000000001,0.047333255590102895
0.78095,0.024724811172232252
0.7801499999999999,0.03438678490214624
0.7757499999999999,0.024089824282774126
0.78965,0.043274116580643986
0.7727,0.023881413930945207
0.7647999999999999,0.024391043899720268
0.77585,0.03651100678325381
0.7745,0.02616921985893216
0.7725,0.029415134448952118
0.7643,0.04065870696175148
0.7678,0.036117764530624326
0.7582000000000001,0.03862759824063744
0.7631,0.03251144540632361
0.7577999999999999,0.02472172258004594
0.7577499999999999,0.024156275595976495
0.7501,0.023002267016097384
0.76235,0.015921417511605685
0.7545999999999999,0.016956137383525787
0.73515,0.01804321805160204
0.7321,0.020585847809806428
0.75595,0.01688900507909779
0.7529000000000001,0.014503996027307323
0.74065,0.007041351182706457
0.72855,0.013238898513081895
0.7246,0.011423000509623008
0.7417,0.011501854767495295
0.7461,0.02477984233795975
0.7326,0.008392342121579438
0.74315,0.012880115582833479
0.75295,0.01588324126207068
0.74905,0.012906531270704352
0.74235,0.00937520616781574
0.75175,0.01794229756751943
0.7480500000000001,0.008261839114499011
0.7443000000000002,0.0038239113936995445
0.74515,0.023686423898563628
0.7407,0.012119667122911418
0.7334499999999999,0.011065105217116646
0.7256,0.014601802399650995
0.7374,0.007353492821493335
0.7293499999999999,0.013472369522844757
