min_epsilon(total_vals),train_acc_percentbest(average),test_acc_percentbest(average),test_unf_violation(average),train_acc_percentbest(average),test_acc_percentbest(average),test_unf_violation(average),train_acc_percentbest(average),test_acc_percentbest(average),test_unf_violation(average)
0.900000 (23),0.696,0.783,0.01,0.783,0.87,0.01,1.0,0.913,0.009
