error,unfairness,strategy
0.3273281102861573,0.18537316271159746,with ULB
0.33704735660923835,0.14794500891788814,with ULB
0.3540204055554413,0.09846724476220266,with ULB
0.3968806021125728,0.04366838647988575,with ULB
0.4154185422557824,0.02255050788354686,with ULB
0.4155607897664508,0.022168229907647403,with ULB
0.4159875322984565,0.021134755517113142,with ULB
0.4161771506914407,0.02012419704764415,with ULB
0.4166513090603359,0.01959152380829334,with ULB
0.4169358040816731,0.019259582866466986,with ULB
0.4174572546623794,0.018831866566255583,with ULB
0.4177417496837165,0.017473297012264098,with ULB
0.4186426281073303,0.017037491309743264,with ULB
0.41997017039244544,0.01554050630703446,with ULB
0.4210131389857191,0.014793117806338116,with ULB
0.4211079481822112,0.013633645658409552,with ULB
0.42172435406177505,0.012474073153332816,with ULB
0.4217717698986645,0.011417646945815657,with ULB
0.4230991885587013,0.010026091875326569,with ULB
0.42456882101347615,0.008908368615311921,with ULB
0.42504297938237134,0.00872657713883522,with ULB
0.42537482280873706,0.007597109814493408,with ULB
0.42641797122030656,0.006529354129416345,with ULB
0.4274135576926211,0.005470530868956261,with ULB
0.4278876036750814,0.004709839864393915,with ULB
0.4280772670226395,0.00403231596475232,with ULB
0.4284565937177557,0.00344317344930088,with ULB
0.4294046856826762,0.0033477962488967787,with ULB
0.4295943040756604,0.002725352137632184,with ULB
0.4330080195588361,0.0022125597049404725,with ULB
0.4340511679704056,0.0014994349904748874,with ULB
0.43447780935461977,0.001358629578630499,with ULB
0.4351415861164991,0.0010204529728557374,with ULB
0.4381761322455675,0.0007633018433318179,with ULB
0.4451927770137374,0.00032637660200116536,with ULB
0.4708898004927246,0.0,with ULB
0.3273281102861573,0.18537316271159746,without ULB
0.33704735660923835,0.14794500891788814,without ULB
0.3540204055554413,0.09846724476220266,without ULB
0.3968806021125728,0.04366838647988575,without ULB
0.4154185422557824,0.02255050788354686,without ULB
0.4155607897664508,0.022168229907647403,without ULB
0.4159875322984565,0.021134755517113142,without ULB
0.4161771506914407,0.02012419704764415,without ULB
0.4166513090603359,0.01959152380829334,without ULB
0.4169358040816731,0.019259582866466986,without ULB
0.4174572546623794,0.018831866566255583,without ULB
0.4177417496837165,0.017473297012264098,without ULB
0.4186426281073303,0.017037491309743264,without ULB
0.41997017039244544,0.01554050630703446,without ULB
0.4210131389857191,0.014793117806338116,without ULB
0.4211079481822112,0.013633645658409552,without ULB
0.42172435406177505,0.012474073153332816,without ULB
0.4217717698986645,0.011417646945815657,without ULB
0.4230991885587013,0.010026091875326569,without ULB
0.42456882101347615,0.008908368615311921,without ULB
0.42504297938237134,0.00872657713883522,without ULB
0.42537482280873706,0.007597109814493408,without ULB
0.42641797122030656,0.006529354129416345,without ULB
0.4274135576926211,0.005470530868956261,without ULB
0.4278876036750814,0.004709839864393915,without ULB
0.4280772670226395,0.00403231596475232,without ULB
0.4284565937177557,0.00344317344930088,without ULB
0.4294046856826762,0.0033477962488967787,without ULB
0.4295943040756604,0.002725352137632184,without ULB
0.4330080195588361,0.0022125597049404725,without ULB
0.4340511679704056,0.0014994349904748874,without ULB
0.43447780935461977,0.001358629578630499,without ULB
0.4351415861164991,0.0010204529728557374,without ULB
0.4381761322455675,0.0007633018433318179,without ULB
0.4451927770137374,0.00032637660200116536,without ULB
0.4708898004927246,0.0,without ULB
