error,unfairness,strategy
0.3273281102861573,0.15887053724350633,with ULB
0.3412670626490314,0.09645291796349204,with ULB
0.3660634099999875,0.04488541552512783,with ULB
0.3665374559824479,0.04433948795043943,with ULB
0.366727119330006,0.04410598208313075,with ULB
0.3667745351668955,0.04315383183520585,with ULB
0.3671537719528637,0.04195538311189878,with ULB
0.3672485811493559,0.041814113496105296,with ULB
0.3676278179353241,0.04105594054150983,with ULB
0.3681968079779984,0.0398536776308569,with ULB
0.36833905548866697,0.03890402568290578,with ULB
0.3702352394185081,0.0375875454358401,with ULB
0.3720370412203099,0.03684287406429454,with ULB
0.3732695607747066,0.03601928480918598,with ULB
0.3736014266783594,0.034938336026897256,with ULB
0.3777265932491042,0.030778003413419675,with ULB
0.3779162565966623,0.03030983815652202,with ULB
0.381519152165726,0.02635013620562451,with ULB
0.3835105049286509,0.023701457503957114,with ULB
0.3853594303626116,0.02104587242309739,with ULB
0.3867819054692971,0.020497479230746032,with ULB
0.387682806370198,0.014991488198802028,with ULB
0.3879673013915351,0.013558438489890268,with ULB
0.3935610439845666,0.012364124865099245,with ULB
0.3938929548427932,0.012335781174783723,with ULB
0.3974490302230725,0.006480605334509959,with ULB
0.3977808624107947,0.004205529115244721,with ULB
0.3993930008650384,0.003169690546979709,with ULB
0.4007203296159272,0.002181583731540268,with ULB
0.4032333689710719,0.0013082738307562765,with ULB
0.4093492814179932,0.00026124726754781364,with ULB
0.4708898004927246,0.0,with ULB
0.3273281102861573,0.15887053724350633,without ULB
0.3412670626490314,0.09645291796349204,without ULB
0.3688135285395798,0.041337686658765735,without ULB
0.3692875745220402,0.04079175908407735,without ULB
0.3694772378695983,0.04055825321676866,without ULB
0.3695246537064878,0.03960610296884376,without ULB
0.369903890492456,0.038407654245536695,without ULB
0.36999869968894816,0.03826638462974321,without ULB
0.3703779364749164,0.037508211675147736,without ULB
0.3705675998224745,0.03655375438266227,without ULB
0.3766827929962122,0.03278918585408587,without ULB
0.38194595089094907,0.03115750068242628,without ULB
0.3878241210734569,0.030185784264399333,without ULB
0.38867760613746827,0.025479893672725136,without ULB
0.3890094383251904,0.02529288704319963,without ULB
0.3891042475216825,0.02250714387916609,without ULB
0.3909531729556429,0.019851558798306367,without ULB
0.3923756480623286,0.01930316560595501,without ULB
0.3961689150134904,0.01107848734828153,without ULB
0.39645341003482737,0.009645437639369769,without ULB
0.3974490302230725,0.006480605334509959,without ULB
0.3977808624107947,0.004205529115244721,without ULB
0.3993930008650384,0.003169690546979709,without ULB
0.4007203296159272,0.002181583731540268,without ULB
0.4032333689710719,0.0013082738307562765,without ULB
0.4093492814179932,0.00026124726754781364,without ULB
0.4708898004927246,0.0,without ULB
