error,unfairness,strategy
0.3273281102861573,0.07274119721735639,with ULB
0.3434948427550816,0.048039538566603326,with ULB
0.3436370902657501,0.047947591911835036,with ULB
0.3447748343395853,0.046521317551459294,with ULB
0.3451067002432381,0.04570128997278152,with ULB
0.3455334427752437,0.045178082477601335,with ULB
0.34586535363347026,0.043702688676574585,with ULB
0.34690837841996136,0.039715924829732255,with ULB
0.3473351097133236,0.03931917038881638,with ULB
0.34799888647520283,0.03871890013408115,with ULB
0.3480937181489818,0.0385604681824306,with ULB
0.34833076361749904,0.03772939042814034,with ULB
0.34951615953973714,0.036925572046766934,with ULB
0.3580966053564948,0.03420779634448103,with ULB
0.3581914370302739,0.032648681914801456,with ULB
0.3582862687040529,0.03240358387558577,with ULB
0.3598509913214071,0.032053420991620604,with ULB
0.3623640306765517,0.03135802376698564,with ULB
0.3696186537206485,0.02967477977218027,with ULB
0.3697134853944275,0.0294259416388976,with ULB
0.3699505645788751,0.029085791207508267,with ULB
0.3699979691771211,0.02683539037174849,with ULB
0.370661757177644,0.025154361298801286,with ULB
0.3708039709723821,0.024980122785636598,with ULB
0.3718470856680212,0.02376680132637128,with ULB
0.3725109073844744,0.022003544650377904,with ULB
0.3732695607747066,0.021445931765227688,with ULB
0.3739332476274381,0.020918087671888075,with ULB
0.3740280793012172,0.020222114291337426,with ULB
0.3755927344867104,0.019009967780238758,with ULB
0.37592456667443264,0.016345994979431656,with ULB
0.3771099625966706,0.015871712249736183,with ULB
0.3774418734548972,0.014080696529919657,with ULB
0.3791958435900004,0.013596370459041208,with ULB
0.3799070811433433,0.013271454025278828,with ULB
0.3804760262314435,0.012658530880818364,with ULB
0.3817559953386602,0.011095284494220349,with ULB
0.3818982428493288,0.010737751486761085,with ULB
0.3825620645657821,0.010154604029172787,with ULB
0.3864024214331721,0.009159871016856136,with ULB
0.3868290628173863,0.008603302234262644,with ULB
0.3887731121298567,0.007217062785844597,with ULB
0.3889627754774148,0.006203598881470684,with ULB
0.3906693410142719,0.0059891404455592046,with ULB
0.3949357660950579,0.0040895563099291755,with ULB
0.3975436371239817,0.003028950824339338,with ULB
0.3979703684173439,0.0020833450453278113,with ULB
0.3991083485026923,0.0015429571835090085,with ULB
0.3994402593609191,0.0009118314073855773,with ULB
0.4048918218751429,0.000565729961717909,with ULB
0.4708898004927246,0.0,with ULB
0.3273281102861573,0.07274119721735639,without ULB
0.3434948427550816,0.048039538566603326,without ULB
0.3436370902657501,0.047947591911835036,without ULB
0.3447748343395853,0.046521317551459294,without ULB
0.3451067002432381,0.04570128997278152,without ULB
0.3455334427752437,0.045178082477601335,without ULB
0.34586535363347026,0.043702688676574585,without ULB
0.34690837841996136,0.039715924829732255,without ULB
0.3473351097133236,0.03931917038881638,without ULB
0.34799888647520283,0.03871890013408115,without ULB
0.3480937181489818,0.0385604681824306,without ULB
0.34833076361749904,0.03772939042814034,without ULB
0.34951615953973714,0.036925572046766934,without ULB
0.3592820012787328,0.034380460571222786,without ULB
0.3593768329525119,0.032821346141543216,without ULB
0.3601829021796338,0.032146616441834634,without ULB
0.3602777338534128,0.032034571623907465,without ULB
0.3623640306765517,0.03135802376698564,without ULB
0.3696186537206485,0.02967477977218027,without ULB
0.3697134853944275,0.0294259416388976,without ULB
0.3699505645788751,0.029085791207508267,without ULB
0.3699979691771211,0.02683539037174849,without ULB
0.370661757177644,0.025154361298801286,without ULB
0.3708039709723821,0.024980122785636598,without ULB
0.3718470856680212,0.02376680132637128,without ULB
0.3725109073844744,0.022003544650377904,without ULB
0.3732695607747066,0.021445931765227688,without ULB
0.3739332476274381,0.020918087671888075,without ULB
0.3753083068972343,0.01979246862617048,without ULB
0.3755927344867104,0.019009967780238758,without ULB
0.37592456667443264,0.016345994979431656,without ULB
0.3771099625966706,0.015871712249736183,without ULB
0.3774418734548972,0.014080696529919657,without ULB
0.3791958435900004,0.013596370459041208,without ULB
0.3799070811433433,0.013271454025278828,without ULB
0.3804760262314435,0.012658530880818364,without ULB
0.3817559953386602,0.011095284494220349,without ULB
0.3825146487288926,0.010769640364820863,without ULB
0.3831784704453459,0.010186492907232569,without ULB
0.3864024214331721,0.009159871016856136,without ULB
0.3885356283542435,0.008388843798351166,without ULB
0.39047967766671376,0.007002604349933117,without ULB
0.3906693410142719,0.0059891404455592046,without ULB
0.3949357660950579,0.0040895563099291755,without ULB
0.3975436371239817,0.003028950824339338,without ULB
0.3979703684173439,0.0020833450453278113,without ULB
0.3991083485026923,0.0015429571835090085,without ULB
0.3994402593609191,0.0009118314073855773,without ULB
0.4048918218751429,0.000565729961717909,without ULB
0.4708898004927246,0.0,without ULB
