error,unfairness,strategy
0.17552560196404965,0.004138691748713875,with ULB
0.17571537094094736,0.003313684631647275,with ULB
0.17592165007787552,0.0019046384360433047,with ULB
0.1765487274211146,0.0012990552267002073,with ULB
0.17660648319669225,0.0009461054774976287,with ULB
0.17716756244913656,0.0005825133577386524,with ULB
0.24789598241766495,0.0,with ULB
0.17552560196404965,0.004138691748713875,without ULB
0.17571537094094736,0.003313684631647275,without ULB
0.17592165007787552,0.0019046384360433047,without ULB
0.1765487274211146,0.0012990552267002073,without ULB
0.17660648319669225,0.0009461054774976287,without ULB
0.17716756244913656,0.0005825133577386524,without ULB
0.24789598241766495,0.0,without ULB
