error,unfairness,strategy
0.3273281102861573,0.21187578817968855,with ULB
0.3324959644840885,0.19272280656463792,with ULB
0.3566279506637037,0.0978018023480942,with ULB
0.3823720865362063,0.047007885328165896,with ULB
0.38678146716220096,0.045444841888662366,with ULB
0.3869711305097591,0.04503432256100282,with ULB
0.38967383321246174,0.044255101781782026,with ULB
0.3918071862358985,0.04269467917455624,with ULB
0.3919020179096775,0.04108583576298085,with ULB
0.3932296613425842,0.040450013252158336,with ULB
0.3934193246901422,0.0402744380015954,with ULB
0.3952682388854593,0.03859139654808883,with ULB
0.4004839809433066,0.035369554616517154,with ULB
0.4005788126170856,0.0350747814894253,with ULB
0.4008158918015332,0.034808772328677295,with ULB
0.40114775770518585,0.032994470406300484,with ULB
0.4013847806964159,0.03227948525001405,with ULB
0.4017166128841382,0.030155054294020118,with ULB
0.4021907712530334,0.02784455742915105,with ULB
0.4023803896460175,0.02735961097532199,with ULB
0.4026648846673546,0.02693183326785613,with ULB
0.4032812231150576,0.025197754934591126,with ULB
0.4042293600345521,0.0236519679433174,with ULB
0.4043241917083311,0.02348674772063827,with ULB
0.4043716075452206,0.02290272414799257,with ULB
0.4132844924364492,0.019781732070591085,with ULB
0.4133793016329411,0.01935584960793351,with ULB
0.4142327866969525,0.019101520603604503,with ULB
0.4155129580997522,0.015974057068570423,with ULB
0.416840354282502,0.010673371976592159,with ULB
0.4170774334669496,0.0105748841558308,with ULB
0.4176464235096239,0.010257099855663842,with ULB
0.4178360868571819,0.009991090694915827,with ULB
0.4195430569852047,0.009114010101054504,with ULB
0.4199223836803208,0.007917659212880767,with ULB
0.42139227462389584,0.006804562569928086,with ULB
0.4221033435975864,0.005097924088183536,with ULB
0.4236206503780511,0.004056257421516862,with ULB
0.4256116772203148,0.003275321631574146,with ULB
0.42584870021154503,0.002649626884929768,with ULB
0.4261806110697716,0.0023341437020703453,with ULB
0.4265599377648879,0.0018203030466200753,with ULB
0.4273185462005461,0.0008968603117827877,with ULB
0.4279822780078516,0.0005410482847005959,with ULB
0.4708898004927246,0.0,with ULB
0.3273281102861573,0.21187578817968855,without ULB
0.3324959644840885,0.19272280656463792,without ULB
0.3566279506637037,0.0978018023480942,without ULB
0.3884883698583628,0.04495470504868846,without ULB
0.3901953399863856,0.04479799896004712,without ULB
0.3916175228883404,0.042870254425119166,without ULB
0.3918071862358985,0.04269467917455624,without ULB
0.3919020179096775,0.042402207164771874,without ULB
0.3930874138319156,0.04114337872352121,without ULB
0.3944150572648222,0.040507556212698685,without ULB
0.39460472061238017,0.04033198096213576,without ULB
0.3964536348076973,0.03864893950862919,without ULB
0.4004839809433066,0.035369554616517154,without ULB
0.4005788126170856,0.0350747814894253,without ULB
0.4008158918015332,0.034808772328677295,without ULB
0.40114775770518585,0.032994470406300484,without ULB
0.4013847806964159,0.03227948525001405,without ULB
0.4017166128841382,0.030155054294020118,without ULB
0.4021907712530334,0.02784455742915105,without ULB
0.4023803896460175,0.02735961097532199,without ULB
0.4026648846673546,0.02693183326785613,without ULB
0.4032812231150576,0.025197754934591126,without ULB
0.4042293600345521,0.0236519679433174,without ULB
0.4043241917083311,0.02348674772063827,without ULB
0.4043716075452206,0.02290272414799257,without ULB
0.4132844924364492,0.019781732070591085,without ULB
0.4133793016329411,0.01935584960793351,without ULB
0.4142327866969525,0.019101520603604503,without ULB
0.4155129580997522,0.015974057068570423,without ULB
0.416840354282502,0.010673371976592159,without ULB
0.4170774334669496,0.0105748841558308,without ULB
0.4176464235096239,0.010257099855663842,without ULB
0.4178360868571819,0.009991090694915827,without ULB
0.4195430569852047,0.009114010101054504,without ULB
0.4199223836803208,0.007917659212880767,without ULB
0.42139227462389584,0.006804562569928086,without ULB
0.4221033435975864,0.005097924088183536,without ULB
0.4236206503780511,0.004056257421516862,without ULB
0.4256116772203148,0.003275321631574146,without ULB
0.42584870021154503,0.002649626884929768,without ULB
0.4261806110697716,0.0023341437020703453,without ULB
0.4265599377648879,0.0018203030466200753,without ULB
0.4273185462005461,0.0008968603117827877,without ULB
0.4279822780078516,0.0005410482847005959,without ULB
0.4708898004927246,0.0,without ULB
