error,unfairness
0.1757493857493857,0.10388563630489193
0.18496314496314492,0.047288126586375344
0.18631449631449626,0.04484769092462078
0.1866830466830468,0.04431753592974548
0.18769041769041783,0.042419285558259016
0.18818181818181812,0.04182987090467186
0.18867321867321873,0.04171342546395469
0.1887469287469289,0.04097463708926432
0.18955773955773958,0.04065077066484267
0.19002457002457018,0.03904842405169051
0.19149877149877148,0.03754614098337109
0.19157248157248152,0.03683579120389997
0.19309582309582307,0.03497211104029602
0.1939312039312039,0.033405817567042015
0.19481572481572473,0.033303654516325845
0.19515970515970538,0.03174169383206299
0.19545454545454555,0.03082254964665345
0.19658476658476653,0.029874315157237756
0.1971990171990171,0.02902646816769744
0.19832923832923832,0.028710738346743935
0.19869778869778865,0.027418266771098675
0.19889434889434887,0.026410350650912674
0.19916461916461914,0.025523693355158215
0.20176904176904187,0.0225885327069145
0.20316953316953312,0.021977363791232267
0.20496314496314494,0.020578213962937027
0.20501228501228508,0.019930130934848363
0.20582309582309588,0.018578702309580225
0.20739557739557735,0.017502387469888577
0.20857493857493858,0.016315989366615595
0.20948402948402955,0.01408751405206685
0.21058968058968064,0.013711185197316834
0.21208845208845206,0.013463007057056909
0.21336609336609336,0.011994510909993344
0.21530712530712526,0.010993333315800866
0.2148894348894349,0.01118304301259317
0.21594594594594596,0.009813117562233525
