error,unfairness
0.32732811028615727,0.22419712882734472
0.33439226080036444,0.1920336263159685
0.378294774109447,0.09828687845992767
0.40678920833983767,0.0459381113729259
0.40740561421940147,0.04550934633188057
0.4078323455127636,0.04418820184506843
0.4088754939243331,0.04373393005744156
0.4092548093808057,0.041924448908339296
0.40944447272836393,0.04086103595146212
0.410914363671939,0.03918500263431109
0.4114359378777237,0.03835236229350877
0.4115307695515028,0.0375257912556583
0.41300031209712973,0.03570153670587056
0.4139012129980306,0.0351807661197613
0.4140434605086992,0.03510409090362804
0.414754675584755,0.03361459400219232
0.4166511854352575,0.03135837468024509
0.4173622544089479,0.030566831687041923
0.41778889579316214,0.029644440185581093
0.41816816629506093,0.027772684420787043
0.4183104138057294,0.027286479973108024
0.41906896604817034,0.025467228318071876
0.41916379772194945,0.025353788439212138
0.4205385985029453,0.024481530952860812
0.4208230822856389,0.022602568459281196
0.4217713990234293,0.020925899710628887
0.42219811907814797,0.02007337594106799
0.4229092554836994,0.018456187335131748
0.4236204930370422,0.017605881085029324
0.4238575722214899,0.017141488879740485
0.4242842136057041,0.016530257467749054
0.4259911275405094,0.014494839213928284
0.4268918373844709,0.012853304714365854
0.4275555017599153,0.01081940486481372
0.4285512343345953,0.01003030239548181
0.4286460660083743,0.009394892631009793
0.4293097303838188,0.008980525413221668
0.4295942254051559,0.008495213083795273
0.4302105975687891,0.007367646528708372
0.4306373401007948,0.0060457007689378615
0.4306847559376844,0.0056932201519676595
0.4314432295096209,0.005507112975551514
0.43253370384893197,0.003250511044178073
0.43338718891294337,0.0022366828811822004
0.43390863949364955,0.001917995962913216
0.43471470872077145,0.0011903735692059935
0.43556810387563494,0.0006439991472710737
0.47088980049272455,0.0
