error,unfairness
0.32732811028615727,0.15887053724350633
0.3412670626490314,0.09645291796349205
0.36606340999998754,0.04488541552512783
0.3665374559824479,0.04433948795043943
0.366727119330006,0.04410598208313075
0.3667745351668955,0.043153831835205846
0.3671537719528637,0.04195538311189878
0.3672485811493559,0.041814113496105296
0.36762781793532406,0.04105594054150983
0.36819680797799836,0.0398536776308569
0.36833905548866697,0.03890402568290578
0.3702352394185081,0.0375875454358401
0.3720370412203099,0.03684287406429454
0.37326956077470663,0.03601928480918598
0.3736014266783594,0.034938336026897256
0.3777265932491042,0.030778003413419675
0.3779162565966623,0.030309838156522016
0.38151915216572596,0.026350136205624507
0.3835105049286509,0.023701457503957114
0.38535943036261155,0.02104587242309739
0.38678190546929714,0.02049747923074603
0.38768280637019803,0.014991488198802028
0.3879673013915351,0.013558438489890268
0.3935610439845666,0.012364124865099246
0.3938929548427932,0.012335781174783723
0.39744903022307254,0.006480605334509959
0.3977808624107947,0.004205529115244721
0.3993930008650384,0.0031696905469797087
0.4007203296159272,0.002181583731540268
0.40323336897107187,0.0013082738307562763
0.4093492814179932,0.00026124726754781364
0.47088980049272455,0.0
