parameter,metric,acc_train,acc_test,unfairness_train,unfairness_test
0.95,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.9510204081632653,1,0.8085682223249059,0.8072232645403377,0.048945100262572344,0.05118197269155215
0.9520408163265306,1,0.8082381675358109,0.8080273385151434,0.04673122969426309,0.04219254159576789
0.9530612244897959,1,0.8082381675358109,0.8080273385151434,0.04673122969426309,0.04219254159576789
0.9540816326530612,1,0.8073470196052545,0.8072232645403377,0.04586314919486492,0.04069530521867498
0.9551020408163264,1,0.8070829757739785,0.805481104261592,0.04296478812083217,0.048323463594820606
0.9561224489795918,1,0.8070829757739785,0.805481104261592,0.04296478812083217,0.048323463594820606
0.9571428571428571,1,0.806059805927784,0.8056151165907264,0.04265381685752992,0.046996018175036
0.9581632653061224,1,0.8060268004488745,0.8042079871348164,0.04172064472807477,0.04790741234879284
0.9591836734693877,1,0.804541553897947,0.8034709193245778,0.04018589915179177,0.04499836682041726
0.960204081632653,1,0.8039804607564855,0.8028008576789064,0.03940778043205104,0.04461546796439152
0.9612244897959183,1,0.8036174004884811,0.802130796033235,0.03853015130549904,0.04386959031888038
0.9622448979591837,1,0.8030893128259291,0.802130796033235,0.036444446961599014,0.04181070623405435
0.963265306122449,1,0.8030893128259291,0.802130796033235,0.036444446961599014,0.04181070623405435
0.9642857142857143,1,0.8023961977688296,0.8007906727418923,0.03317504074312762,0.04131029125652855
0.9653061224489795,1,0.8023961977688296,0.8007906727418923,0.03317504074312762,0.04131029125652855
0.9663265306122448,1,0.8023961977688296,0.8007906727418923,0.03317504074312762,0.04131029125652855
0.9673469387755101,1,0.8005808964288071,0.7991155186277138,0.03147393443382006,0.03833747697304732
0.9683673469387755,1,0.8005808964288071,0.7991155186277138,0.03147393443382006,0.03833747697304732
0.9693877551020408,1,0.7996237375404317,0.7986464754757437,0.030182932221439918,0.037907518493705925
0.9704081632653061,1,0.7986995841309658,0.797373358348968,0.02862493608580212,0.03738196823714712
0.9714285714285714,1,0.7981054855105948,0.797373358348968,0.028259812878703425,0.03575478103582669
0.9724489795918367,1,0.7962241732127533,0.7951621549182525,0.02714446168695328,0.03162778909819752
0.9734693877551021,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9744897959183674,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9755102040816326,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9765306122448979,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9775510204081632,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9785714285714285,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9795918367346939,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9806122448979592,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9816326530612245,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9826530612244898,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9836734693877551,1,0.7947059211829164,0.7957652103993568,0.016263607290501032,0.009175931184882573
0.9846938775510204,1,0.7903491979668625,0.7918788528544626,0.014230673767427239,0.007117047100056548
0.9857142857142857,1,0.7903491979668625,0.7918788528544626,0.014230673767427239,0.007117047100056548
0.986734693877551,1,0.7846062446366097,0.7865183596890915,0.010547268486529683,0.008467889394709965
0.9877551020408163,1,0.7846062446366097,0.7865183596890915,0.010547268486529683,0.008467889394709965
0.9887755102040816,1,0.7846062446366097,0.7865183596890915,0.010547268486529683,0.008467889394709965
0.9897959183673469,1,0.7706449270578916,0.7701688555347092,0.006315676620092019,0.0012167397522455034
0.9908163265306122,1,0.7706449270578916,0.7701688555347092,0.006315676620092019,0.0012167397522455034
0.9918367346938776,1,0.7706449270578916,0.7701688555347092,0.006315676620092019,0.0012167397522455034
0.9928571428571429,1,0.7706449270578916,0.7701688555347092,0.006315676620092019,0.0012167397522455034
0.9938775510204082,1,0.7679054723084032,0.766215491825248,0.0053960871892001355,0.016599141935975635
0.9948979591836735,1,0.7675094065614892,0.7644733315465023,0.0032880166020917145,0.0159921730090911
0.9959183673469387,1,0.7675094065614892,0.7644733315465023,0.0032880166020917145,0.0159921730090911
0.996938775510204,1,0.7663872202785662,0.764808362369338,0.0029143483176233137,0.015083723896506543
0.9979591836734694,1,0.7656941052214667,0.7627981774323238,0.001586910292784162,0.013019358725609859
0.9989795918367347,1,0.7647039408541818,0.7623291342803538,0.00024703222507654887,0.012589400246268465
1.0,1,0.7521618588685722,0.7521441972661485,0.0,0.0
0.95,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9510204081632653,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9520408163265306,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9530612244897959,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9540816326530612,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9551020408163264,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9561224489795918,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9571428571428571,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9581632653061224,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9591836734693877,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.960204081632653,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9612244897959183,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9622448979591837,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.963265306122449,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
0.9642857142857143,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
