parameter,metric,acc_train,acc_test,unfairness_train,unfairness_test
0.1,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.10816326530612246,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.1163265306122449,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.12448979591836735,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.1326530612244898,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.14081632653061227,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.1489795918367347,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.15714285714285714,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.1653061224489796,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.17346938775510207,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.1816326530612245,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.18979591836734694,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.1979591836734694,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.20612244897959187,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.2142857142857143,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.22244897959183674,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.2306122448979592,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.23877551020408164,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.2469387755102041,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.2551020408163266,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.263265306122449,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.27142857142857146,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.2795918367346939,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.28775510204081634,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.29591836734693877,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3040816326530612,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3122448979591837,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3204081632653062,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3285714285714286,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.33673469387755106,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3448979591836735,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.35306122448979593,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.36122448979591837,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3693877551020408,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.37755102040816324,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3857142857142858,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.3938775510204082,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.40204081632653066,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.4102040816326531,1,0.8101854907914714,0.8113776467435004,0.04916333756414024,0.04532792734632257
0.41836734693877553,1,0.805861773054327,0.8062181720718307,0.04306164557920422,0.03920528833181694
0.42653061224489797,1,0.805861773054327,0.8062181720718307,0.04306164557920422,0.03920528833181694
0.4346938775510204,1,0.8110436332431183,0.8121817207183061,0.04847731689339937,0.04499382651777665
0.44285714285714284,1,0.805861773054327,0.8062181720718307,0.04306164557920422,0.03920528833181694
0.4510204081632654,1,0.805861773054327,0.8062181720718307,0.04306164557920422,0.03920528833181694
0.4591836734693878,1,0.8006139019077166,0.801594746716698,0.037849267617316454,0.03357210212269579
0.46734693877551026,1,0.7945738992672784,0.7965022782095953,0.03245093486127266,0.02716589871128827
0.4755102040816327,1,0.7945738992672784,0.7965022782095953,0.03245093486127266,0.02716589871128827
0.48367346938775513,1,0.7945738992672784,0.7965022782095953,0.03245093486127266,0.02716589871128827
0.49183673469387756,1,0.7945738992672784,0.7965022782095953,0.03245093486127266,0.02716589871128827
0.5,1,0.7945738992672784,0.7965022782095953,0.03245093486127266,0.02716589871128827
0.1,2,0.8101854907914714,0.8113776467435004,0.01477442105645832,0.032931963849929025
