parameter,fold_id,accuracy,unfairness
0.1,0,0.8001326553172673,0.040896501422133795
0.1,1,0.8191465841255804,0.05278031725362006
0.1,2,0.8199911543564794,0.05311021040239557
0.1,3,0.8153471915081822,0.044319127529283166
0.1,4,0.8053958425475454,0.03987769323757377
0.1,5,0.8118089340999558,0.05476981989939492
0.1,6,0.802078726227333,0.050444703698128354
0.1,7,0.8056169836355594,0.04620286518155404
0.1,8,0.8188854489164087,0.043258394114019605
0.1,9,0.8073861123396727,0.05345100605209447
0.2,0,0.8001326553172673,0.040896501422133795
0.2,1,0.8191465841255804,0.05278031725362006
0.2,2,0.8199911543564794,0.05311021040239557
0.2,3,0.8153471915081822,0.044319127529283166
0.2,4,0.8053958425475454,0.03987769323757377
0.2,5,0.8118089340999558,0.05476981989939492
0.2,6,0.802078726227333,0.050444703698128354
0.2,7,0.8056169836355594,0.04620286518155404
0.2,8,0.8188854489164087,0.043258394114019605
0.2,9,0.8073861123396727,0.05345100605209447
0.3,0,0.8001326553172673,0.040896501422133795
0.3,1,0.8191465841255804,0.05278031725362006
0.3,2,0.8199911543564794,0.05311021040239557
0.3,3,0.8153471915081822,0.044319127529283166
0.3,4,0.8053958425475454,0.03987769323757377
0.3,5,0.8118089340999558,0.05476981989939492
0.3,6,0.802078726227333,0.050444703698128354
0.3,7,0.8056169836355594,0.04620286518155404
0.3,8,0.8188854489164087,0.043258394114019605
0.3,9,0.8073861123396727,0.05345100605209447
0.4,0,0.8001326553172673,0.040896501422133795
0.4,1,0.8191465841255804,0.05278031725362006
0.4,2,0.8199911543564794,0.05311021040239557
0.4,3,0.8153471915081822,0.044319127529283166
0.4,4,0.8053958425475454,0.03987769323757377
0.4,5,0.8118089340999558,0.05476981989939492
0.4,6,0.8029632905793896,0.05073636409252847
0.4,7,0.8056169836355594,0.04620286518155404
0.4,8,0.8188854489164087,0.043258394114019605
0.4,9,0.8073861123396727,0.05345100605209447
0.5,0,0.7875304001768737,0.02818253210399889
0.5,1,0.8036701304443953,0.02956626248121407
0.5,2,0.8045112781954887,0.03563646132088143
0.5,3,0.8018575851393189,0.03495969294595501
0.5,4,0.790358248562583,0.024347578752755457
0.5,5,0.7956656346749226,0.032582899275350685
0.5,6,0.7850508624502432,0.031769030056701286
0.5,7,0.7923485183547103,0.027065991840545804
0.5,8,0.8036267138434321,0.02821251621408978
0.5,9,0.790579389650597,0.03477560436715449
