parameter,fold_id,accuracy,unfairness
0.1,0,0.8001326553172673,0.0032408141686491865
0.1,1,0.8191465841255804,0.009009858214524158
0.1,2,0.8199911543564794,0.03167202678518366
0.1,3,0.8153471915081822,0.013736263736263687
0.1,4,0.8053958425475454,0.001091226538629364
0.1,5,0.8118089340999558,0.04588879485009367
0.1,6,0.802078726227333,0.02718593999279495
0.1,7,0.8056169836355594,0.011152232913891003
0.1,8,0.8188854489164087,0.013928178532138902
0.1,9,0.8073861123396727,0.01402670363344527
0.2,0,0.8001326553172673,0.0032408141686491865
0.2,1,0.8191465841255804,0.009009858214524158
0.2,2,0.8199911543564794,0.03167202678518366
0.2,3,0.8153471915081822,0.013736263736263687
0.2,4,0.8053958425475454,0.001091226538629364
0.2,5,0.8118089340999558,0.04588879485009367
0.2,6,0.802078726227333,0.02718593999279495
0.2,7,0.8056169836355594,0.011152232913891003
0.2,8,0.8188854489164087,0.013928178532138902
0.2,9,0.8073861123396727,0.01402670363344527
0.3,0,0.8001326553172673,0.0032408141686491865
0.3,1,0.8191465841255804,0.009009858214524158
0.3,2,0.8199911543564794,0.03167202678518366
0.3,3,0.8153471915081822,0.013736263736263687
0.3,4,0.8053958425475454,0.001091226538629364
0.3,5,0.8118089340999558,0.04588879485009367
0.3,6,0.802078726227333,0.02718593999279495
0.3,7,0.8056169836355594,0.011152232913891003
0.3,8,0.8188854489164087,0.013928178532138902
0.3,9,0.8073861123396727,0.01402670363344527
0.4,0,0.7961529957992483,0.0031615120274913755
0.4,1,0.8131770948485518,0.03129492164486869
0.4,2,0.8199911543564794,0.03167202678518366
0.4,3,0.8140203449800973,0.003912753912753919
0.4,4,0.8000884564352057,0.007056598283136983
0.4,5,0.8118089340999558,0.04588879485009367
0.4,6,0.7941176470588235,0.010961865060985065
0.4,7,0.8025210084033614,0.02281643227239072
0.4,8,0.813578062804069,0.014321074964639302
0.4,9,0.802078726227333,0.01638576779026213
0.5,0,0.7859827548087552,0.0070790378006873045
0.5,1,0.8007959319036038,0.056808452142492416
0.5,2,0.8034055727554179,0.01982473403025875
0.5,3,0.8011941618752765,0.0003330003330003217
0.5,4,0.7890314020344981,0.01898734177215189
0.5,5,0.7952233524988943,0.0006668205483316703
0.5,6,0.7850508624502432,0.05131619576964641
0.5,7,0.790579389650597,0.036843079200592155
0.5,8,0.8029632905793896,0.024811409712399812
0.5,9,0.7894736842105263,0.02091541417384113
