accuracy,unfairness,accuracy_test,unfairness_test,epsilon,strategy
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.0,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.1,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.3,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.4,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.5,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.6,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.7,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.8,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.95,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.951,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9520000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.953,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9540000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.955,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.956,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9570000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.958,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9590000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.96,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.961,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9620000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.963,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9640000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.965,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.966,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9670000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.968,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9690000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.97,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.971,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.972,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.973,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9740000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.975,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.976,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.977,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.978,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9790000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.98,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.981,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.982,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.983,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.9840000000000001,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.985,BFS original
0.8223868531702381,0.003220693083030964,0.8223043155941274,0.0033773511983547964,0.986,BFS original
