accuracy,unfairness,accuracy_test,unfairness_test,epsilon,strategy
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.0,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.1,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.3,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.4,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.5,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.6,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.7,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.8,BFS original
0.8223868531702381,0.07307235632704576,0.8223043155941274,0.07280046713201982,0.9,BFS original
0.8140037606116319,0.04939491183590188,0.8129308662835255,0.05155802332678562,0.95,BFS original
0.8136984698717405,0.048806206339925225,0.8131289133204458,0.05149776554408002,0.951,BFS original
0.812130749452271,0.04728018485969191,0.8115447331166521,0.049766531044548035,0.9520000000000001,BFS original
0.8126670789526248,0.04631459765428088,0.8111816750250698,0.04581257441452617,0.953,BFS original
0.8120729963998503,0.04552696641958047,0.8105546395537392,0.04734530555853561,0.9540000000000001,BFS original
0.811132375108875,0.044342955984129816,0.8104555425009409,0.044646271593129866,0.955,BFS original
0.8108435866999383,0.043322925437437945,0.8098944863953303,0.043972624217896834,0.956,BFS original
0.8094491499461428,0.04249545334053845,0.8094324129557698,0.043137523635018465,0.9570000000000001,BFS original
0.8086240439506633,0.04176036415643515,0.8074522149359681,0.04393018188652898,0.958,BFS original
0.8077659234218318,0.039406077132201636,0.8063959513627548,0.03924382362298082,0.9590000000000001,BFS original
0.8075266396229953,0.03744109358367853,0.8056038721548341,0.03965135559594926,0.96,BFS original
0.8070975790181848,0.03587669958450351,0.8069240041680352,0.03932385401587647,0.961,BFS original
0.8065942579240802,0.034283760785699384,0.806593971164735,0.03427263152834917,0.9620000000000001,BFS original
0.8062807265709451,0.033859622812942435,0.8062308749442366,0.03381524992231705,0.963,BFS original
0.8062807265709451,0.033859622812942435,0.8062308749442366,0.03381524992231705,0.9640000000000001,BFS original
0.8062724757458625,0.033780639215032625,0.8062638836915547,0.03386405421709498,0.965,BFS original
0.8051751023941043,0.0320969214351044,0.8052406615475874,0.032871557207951166,0.966,BFS original
0.8044159951702088,0.03127236146610267,0.8037555130327358,0.032422222110415136,0.9670000000000001,BFS original
0.8036816414427449,0.030028708127463638,0.8028974272241551,0.031555677920157885,0.968,BFS original
0.8021964316568628,0.028415944240348837,0.8018413216135941,0.027831412023564785,0.9690000000000001,BFS original
0.8019901525199344,0.027354744316020356,0.8017423117126039,0.0275653321589624,0.97,BFS original
0.8013465616127189,0.02671550093469813,0.8014452820096336,0.02881302440834185,0.971,BFS original
0.8008680069500411,0.02586077450578609,0.8008181593864949,0.025809276304588763,0.972,BFS original
0.8005049556690477,0.02543072194796186,0.8003561131818744,0.024829164221440915,0.973,BFS original
0.8000594049874892,0.025325884156166663,0.7997949917124079,0.02606379171459016,0.9740000000000001,BFS original
0.7993828118011272,0.02444696533459401,0.7987718948491648,0.02326550602309135,0.975,BFS original
0.7989702623775311,0.023359918177876547,0.7986068129836585,0.02432330343790473,0.976,BFS original
0.7980543942425927,0.0220857577817307,0.7984087768407142,0.023447485011174385,0.977,BFS original
0.7969157334067497,0.021372912261718214,0.7970556415271829,0.022314916544517262,0.978,BFS original
0.7956202994056574,0.020070221474045986,0.7938213017538758,0.018623868555799915,0.9790000000000001,BFS original
0.793895858582104,0.01929638977662621,0.7928311373801187,0.01954362960799829,0.98,BFS original
0.7942094045722078,0.018075255192338373,0.7937552025544196,0.02002773599367377,0.981,BFS original
0.7933430454724999,0.016196257318546358,0.7930290809242667,0.01882180219514026,0.982,BFS original
0.7903891282316895,0.015732475850529583,0.7894977277889532,0.016997428600556898,0.983,BFS original
0.7901745979292844,0.015589312163499175,0.7895637343896134,0.019518330430754682,0.9840000000000001,BFS original
0.7870886885916201,0.014056005171976044,0.7886725145529903,0.017875350989324915,0.985,BFS original
0.7866843916950794,0.01358220325864986,0.7879794724809996,0.020563343315569183,0.986,BFS original
0.7856282425140076,0.01218786167921718,0.7866263371674683,0.02070764825559831,0.987,BFS original
0.7854384691119798,0.011327393928339759,0.7861972071113696,0.01942030960166626,0.988,BFS original
0.7841017915377082,0.008582416930532808,0.7838209640406193,0.014987400965164013,0.9890000000000001,BFS original
0.7836809885658725,0.009278271810894977,0.7829298204618282,0.014708572590237912,0.99,BFS original
0.7828806353860355,0.007938617062123144,0.782632774417894,0.015164206994739509,0.991,BFS original
0.7820060159301956,0.007286932073770429,0.7834908275445469,0.017505711276383788,0.992,BFS original
0.7807105900985741,0.005750083187463931,0.7794974173106368,0.013200786128630224,0.993,BFS original
0.7804878147577949,0.00446091440566343,0.7815436219310988,0.01483625270739723,0.9940000000000001,BFS original
0.7793574278938683,0.003412793732055461,0.7791012687669163,0.011228528399800559,0.995,BFS original
0.7791758957858738,0.002485524390457192,0.7789032816468641,0.013031091139653748,0.996,BFS original
0.7770058392653904,0.0014340631283375454,0.7760980011188113,0.011089284055077359,0.997,BFS original
0.7765190205022401,0.0009119640500813539,0.7764280341221117,0.0120289609718337,0.998,BFS original
0.7757021755436817,0.0004982861937652598,0.7759658789777311,0.00905132885894356,0.9990000000000001,BFS original
0.752104017582335,0.0,0.7521038337535686,0.0,1.0,BFS original
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.0,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.1,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.3,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.4,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.5,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.6,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.7,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.8,Curious
0.8282451493426912,0.07469811135989324,0.8282450403812456,0.07470249127193059,0.9,Curious
0.8139707559497233,0.0497363007152994,0.8137889520921064,0.04979268924679962,0.95,Curious
0.8126588230216228,0.04869207342366433,0.8119407945085646,0.05062336891656664,0.951,Curious
0.8117016891878552,0.047576117165364674,0.8118087595192923,0.048231661706307584,0.9520000000000001,Curious
0.8099524642323549,0.046396325976406916,0.8100264995966505,0.046831608782835696,0.953,Curious
0.8095811631474629,0.045738969149439486,0.8086733424951673,0.04764852962456505,0.9540000000000001,Curious
0.8085250214550725,0.04436274590040328,0.8077492119570101,0.04730644065808011,0.955,Curious
0.8058929449403539,0.04274134626329841,0.8067260497299111,0.04164358888273688,0.956,Curious
0.8053071121914781,0.041835511941302674,0.8055379309180297,0.04203250636770621,0.9570000000000001,Curious
0.8045150003056744,0.04094665053087547,0.8047788550104391,0.04139535400566821,0.958,Curious
0.8039044188258918,0.04017345926348697,0.8038217211719522,0.04048909708832407,0.9590000000000001,Curious
0.8029555524965426,0.038496050170640034,0.8020062999863281,0.04287355993505367,0.96,Curious
0.8026750128703204,0.03798549607757904,0.8015442537817077,0.04360756340630826,0.961,Curious
0.8019654126392878,0.037469876733334254,0.8007851778741171,0.04284387138437412,0.9620000000000001,Curious
0.8004554493569742,0.035804306396792863,0.7989699963559651,0.03880157569874233,0.963,Curious
0.8003316818748173,0.035583270937779014,0.7987389732536548,0.03849775414390382,0.9640000000000001,Curious
0.7989537501751329,0.0345499140375582,0.7977488579027898,0.03778269118045696,0.965,Curious
0.7978398533879545,0.03349378449334097,0.7963296288367903,0.03615204207037225,0.966,Curious
0.7965526739562854,0.03261083366505986,0.7956035834644696,0.03508373085422108,0.9670000000000001,Curious
0.7951747528088342,0.031331033367559484,0.7945473743611364,0.03343211829045978,0.968,Curious
0.7943001292682591,0.030431549631097943,0.7944153611598163,0.03184023449422649,0.9690000000000001,Curious
0.7940278374035679,0.029698489485100968,0.7937882875595696,0.03087743273235386,0.97,Curious
0.7940113350726137,0.028515459840517086,0.7938872974605597,0.02821733005855086,0.971,Curious
0.7921218205611147,0.027226096088271527,0.7917090905327535,0.0322501894556969,0.972,Curious
0.7867174382255255,0.026405992564012642,0.7881114965762956,0.031479708604531045,0.973,Curious
0.7823278232976151,0.02546831230789038,0.7817418487186233,0.028356115581695894,0.9740000000000001,Curious
0.7813294411251431,0.02436830511544581,0.7808837356751024,0.029328223149660226,0.975,Curious
0.7801000317656255,0.02359619966010671,0.7795965579393391,0.026666868109861446,0.976,Curious
0.7797287276171818,0.02252188559453752,0.7802896272462696,0.027441901776273116,0.977,Curious
0.7780372550333131,0.02121380177760981,0.7773851189377066,0.028920873033354038,0.978,Curious
0.7772698966439406,0.020541151794752282,0.7764280232281356,0.02697882780860953,0.9790000000000001,Curious
0.7750338505425277,0.01901432595873933,0.7736556588486048,0.02202780637395717,0.98,Curious
0.7735403895911683,0.01840095087246961,0.7724345367363935,0.02048826741860093,0.981,Curious
0.773375372408729,0.016980615256283603,0.7724345476303696,0.02063478557335797,0.982,Curious
0.7719314422778555,0.015662928107901868,0.7702892296161453,0.017159884583075834,0.983,Curious
0.7711805862194372,0.01543067718611979,0.7701572164148252,0.017773595536166874,0.9840000000000001,Curious
0.7710650617332868,0.014287829374981596,0.7723025289820615,0.016237607226865527,0.985,Curious
0.7711558187668266,0.012075555738285835,0.7699922652770311,0.014860641037145012,0.986,Curious
0.7708505256441731,0.011657683878707126,0.7698602520757108,0.01423036901373428,0.987,Curious
0.7712630839180292,0.010522596173486764,0.7702232883793414,0.013077188900365171,0.988,Curious
0.7713538467382776,0.009055920549774695,0.7699262586763711,0.012276588893350066,0.9890000000000001,Curious
0.7709495409914771,0.008623350471775641,0.7696292235264128,0.012018123718140948,0.99,Curious
0.7688043043443749,0.006328684670826526,0.7668235780501634,0.014735318756621953,0.991,Curious
0.767946183134754,0.005486504798214635,0.7676816638587443,0.014893933895865354,0.992,Curious
0.7676903970049632,0.0039921838382836455,0.7670215978521437,0.015935505986938697,0.993,Curious
0.7670468060977474,0.003631288565421676,0.7662955252448829,0.014342838982312669,0.9940000000000001,Curious
