error,unfairness
0.17133404121797557,0.07487683742971937
0.1861117557050479,0.049713785056252825
0.18734117697837704,0.04869207342366433
0.1882735573157135,0.047506250840625985
0.18940394486042944,0.04657977608720561
0.19043533918349131,0.04569949217015222
0.19068287550938356,0.04476534221848767
0.19287768144156292,0.042740010054604906
0.1946763854775675,0.04158006186468406
0.19513019957880928,0.04115844799149095
0.1958397977674743,0.04048603903626703
0.19658238223673852,0.038614203037106984
0.19696193584868615,0.03796230553245339
0.19716821498561432,0.037445384970795956
0.19905773187987563,0.03603700062101752
0.1996683181251827,0.035583270937779014
0.20036140309026573,0.03453825445442921
0.20168157901437234,0.033470716370738875
0.20344732604371463,0.03261083366505986
0.20460246572328344,0.03148590560811125
0.2056998707317409,0.030501069063083096
0.20597216259643214,0.02969848948510097
0.2061536882369288,0.028689525594200238
0.20989971498078064,0.027540403880908598
0.215023559051726,0.02662719102501086
0.2168635662299676,0.025713710827031323
0.21739165681905048,0.024813277161652453
0.21932238665097592,0.02372851120585575
0.2202135142244782,0.022283514026527354
0.22109637259158899,0.02133639973597655
0.22232579624768034,0.020498543716765887
0.22390178315038478,0.019407750054617624
0.22490839129913243,0.018602862169737656
0.2257665063816502,0.015938698968109778
0.2259315433069773,0.01220528638064063
0.22612132011295105,0.011623089546048095
0.2266411200507814,0.01021076590979161
0.2267978908332683,0.009615931829716751
0.229000903679625,0.007282780627772378
0.23074189959529812,0.00656271589314211
0.23111320204176866,0.004761412393842579
0.23143499749537644,0.004232786888034759
0.23262316532408223,0.0034716292447159514
0.23407537044805593,0.0031239187431678665
0.23622067347210818,0.0021719050432714355
0.23778838606250163,0.0013172420195695423
0.24061852663050032,0.00034997426292319447
0.24789598241766497,0.0
