epsilon,obj_bound - obj_nobound,relative cache size for best sol,relative #nodes explored for best sol
0.7,0,1.0,1.0
0.8,0,1.0,1.0
0.9,0,0.9952760114317356,0.9971568212099873
0.95,0,0.9222563075804695,0.8416887603829353
0.975,0,0.9315803334345847,0.8310126355996159
0.98,0,0.9369996667659684,0.8307826886599468
0.985,0,0.9380383284880368,0.8295813975151759
0.99,0,0.9449263534641618,0.8356495462010904
0.995,-0.0005214505807063508,0,0
0.999,-0.0009480919649205721,0,0
