accuracy,unfairness
0.6690658920654333,0.21103939533599606
0.6690658920654333,0.21103939533599606
0.6683077780875383,0.20245190282393102
0.6686874645898719,0.20574309847888989
0.6686874645898719,0.20574309847888989
0.6688772179105551,0.20626562031420015
0.6671681789976349,0.20119181492719998
0.6635661034020701,0.2030767095305412
0.6637556768617858,0.20367018134063022
0.6618592228207596,0.2025377452300221
0.6614800759013282,0.20135431327735936
0.6614800759013282,0.20135431327735936
0.6601527019613839,0.1996615561805127
0.6593944081225213,0.20042251131039984
0.6586348552568865,0.1951970628879319
0.6584452817971708,0.19755684037437912
0.6580657751558046,0.19755684037437912
0.657307121595007,0.1984093585106036
0.657117368274324,0.1845090972714723
0.6571171884133564,0.17447495018677356
0.6548405082870941,0.17474930620876644
0.6546512945493135,0.16987493826255035
0.6544617210895977,0.16877541875064517
0.6533241004703363,0.16724941594300596
0.6470681762997202,0.15215209991499382
0.6428943226885618,0.14647351444039886
0.6404289684074211,0.1351797001819536
0.635119292786676,0.1245369042754827
0.6349306186317976,0.12770297133537084
0.6328444112700883,0.11354595568590545
0.6328444112700883,0.11354595568590545
0.6349306186317976,0.12770297133537084
0.635119292786676,0.1245369042754827
0.6404289684074211,0.1351797001819536
0.6428943226885618,0.14647351444039886
0.6470681762997202,0.15215209991499382
0.6533241004703363,0.16724941594300596
0.6544617210895977,0.16877541875064517
0.6546512945493135,0.16987493826255035
0.6548405082870941,0.17474930620876644
0.6571171884133564,0.17447495018677356
0.657117368274324,0.1845090972714723
0.657307121595007,0.1984093585106036
0.6580657751558046,0.19755684037437912
0.6584452817971708,0.19755684037437912
0.6586348552568865,0.1951970628879319
0.6593944081225213,0.20042251131039984
0.6601527019613839,0.1996615561805127
0.6614800759013282,0.20135431327735936
0.6614800759013282,0.20135431327735936
0.6618592228207596,0.2025377452300221
0.6637556768617858,0.20367018134063022
0.6635661034020701,0.2030767095305412
0.6671681789976349,0.20119181492719998
0.6688772179105551,0.20626562031420015
0.6686874645898719,0.20574309847888989
0.6686874645898719,0.20574309847888989
0.6683077780875383,0.20245190282393102
0.6690658920654333,0.21103939533599606
0.6690658920654333,0.21103939533599606
