accuracy,unfairness
0.6690658920654333,0.3418316667774152
0.6690658920654333,0.3418316667774152
0.6683077780875383,0.33440682250889553
0.6686874645898719,0.3391707018846568
0.6686874645898719,0.3391707018846568
0.6686874645898719,0.3391707018846568
0.6679286311681071,0.34495817252872485
0.6648954558126567,0.34018781830557016
0.6641371619737942,0.337754590059467
0.6641371619737942,0.33899993209410484
0.6647058823529413,0.3409669790557828
0.6609113555221813,0.34048749885729807
0.6593942282615538,0.3411568749567652
0.6576877074021781,0.34098123203250225
0.6576878872631455,0.33649686409875984
0.6578774607228612,0.3357615699811128
0.6573087403437143,0.3343563556908589
0.6565495472000145,0.3241557235737858
0.654653452880923,0.32208608951458273
0.6518082322364812,0.3171588247782527
0.6510499383976187,0.3145698280144986
0.6474467836362492,0.3015053356520892
0.6478262902776153,0.2963458673606107
0.6453614755793772,0.30035278937481735
0.641568387636357,0.2787118360144714
0.6379634342653129,0.24971994290783459
0.6372065793141901,0.253626743678862
0.6347410451720819,0.23781051003070885
0.6267771612543503,0.2350575681586115
0.63189726341538,0.24124734514811763
0.63189726341538,0.24124734514811763
0.6267771612543503,0.2350575681586115
0.6347410451720819,0.23781051003070885
0.6372065793141901,0.253626743678862
0.6379634342653129,0.24971994290783459
0.641568387636357,0.2787118360144714
0.6453614755793772,0.30035278937481735
0.6478262902776153,0.2963458673606107
0.6474467836362492,0.3015053356520892
0.6510499383976187,0.3145698280144986
0.6518082322364812,0.3171588247782527
0.654653452880923,0.32208608951458273
0.6565495472000145,0.3241557235737858
0.6573087403437143,0.3343563556908589
0.6578774607228612,0.3357615699811128
0.6576878872631455,0.33649686409875984
0.6576877074021781,0.34098123203250225
0.6593942282615538,0.3411568749567652
0.6609113555221813,0.34048749885729807
0.6647058823529413,0.3409669790557828
0.6641371619737942,0.33899993209410484
0.6641371619737942,0.337754590059467
0.6648954558126567,0.34018781830557016
0.6679286311681071,0.34495817252872485
0.6686874645898719,0.3391707018846568
0.6686874645898719,0.3391707018846568
0.6686874645898719,0.3391707018846568
0.6683077780875383,0.33440682250889553
0.6690658920654333,0.3418316667774152
0.6690658920654333,0.3418316667774152
