error,unfairness,dataset,strategy,metric
0.4119098489964622,0.031541765564995265,COMPAS  without sen. attr.,BFS original,SP
0.4123838050697745,0.02956883038580972,COMPAS  without sen. attr.,BFS original,SP
0.4129053567982723,0.02814311109033666,COMPAS  without sen. attr.,BFS original,SP
0.41375870699856176,0.024438426570796132,COMPAS  without sen. attr.,BFS original,SP
0.4143751128781256,0.02420783747928945,COMPAS  without sen. attr.,BFS original,SP
0.4171250853153524,0.021471149382232182,COMPAS  without sen. attr.,BFS original,SP
0.4185001445851485,0.018878525716301883,COMPAS  without sen. attr.,BFS original,SP
0.41873720129230907,0.01832065918416304,COMPAS  without sen. attr.,BFS original,SP
0.4194008319518231,0.01816196046453125,COMPAS  without sen. attr.,BFS original,SP
0.420349092496396,0.016504580449272166,COMPAS  without sen. attr.,BFS original,SP
0.4221979167825653,0.015017933744719263,COMPAS  without sen. attr.,BFS original,SP
0.42281439009398997,0.014693963333326152,COMPAS  without sen. attr.,BFS original,SP
0.4233832677502292,0.013207904516076724,COMPAS  without sen. attr.,BFS original,SP
0.4243788654611873,0.01112698400801872,COMPAS  without sen. attr.,BFS original,SP
0.4265599602421748,0.00817683540020096,COMPAS  without sen. attr.,BFS original,SP
0.4274606813247799,0.0069965903060039795,COMPAS  without sen. attr.,BFS original,SP
0.4267022976619913,0.007237824912404394,COMPAS  without sen. attr.,BFS original,SP
0.42765034467233787,0.005949530136233778,COMPAS  without sen. attr.,BFS original,SP
0.4285511669027343,0.004458041074697927,COMPAS  without sen. attr.,BFS original,SP
0.4294520678036353,0.004228528843826057,COMPAS  without sen. attr.,BFS original,SP
0.4301631817318997,0.0021432636455558985,COMPAS  without sen. attr.,BFS original,SP
0.43134853269956375,0.0006763065920902423,COMPAS  without sen. attr.,BFS original,SP
0.4321070961806481,0.0006058461641724023,COMPAS  without sen. attr.,BFS original,SP
0.4708898004927246,0.0,COMPAS  without sen. attr.,BFS original,SP
0.3371894467788981,0.19229302084958516,COMPAS  without sen. attr.,Curious,SP
0.33733169428956666,0.1906216753316708,COMPAS  without sen. attr.,Curious,SP
0.39066956578714174,0.09421197136045016,COMPAS  without sen. attr.,Curious,SP
0.4060784652868085,0.04795278163395378,COMPAS  without sen. attr.,Curious,SP
0.4063155107553256,0.04639897004087884,COMPAS  without sen. attr.,Curious,SP
0.40641034242910457,0.04628423674168,COMPAS  without sen. attr.,Curious,SP
0.4065051741028837,0.046012886371220384,COMPAS  without sen. attr.,Curious,SP
0.4077851656873874,0.04471410403397512,COMPAS  without sen. attr.,Curious,SP
0.4097764959730255,0.04067290836168658,COMPAS  without sen. attr.,Curious,SP
0.41034530619740384,0.03929295937668202,COMPAS  without sen. attr.,Curious,SP
0.4105349695449618,0.03793122644150528,COMPAS  without sen. attr.,Curious,SP
0.41072463289252,0.037698148809609686,COMPAS  without sen. attr.,Curious,SP
0.4118152083796225,0.03658483074578511,COMPAS  without sen. attr.,Curious,SP
0.41205223137085256,0.035332502482857214,COMPAS  without sen. attr.,Curious,SP
0.41224183852519336,0.03484356082213006,COMPAS  without sen. attr.,Curious,SP
0.4125737606220634,0.03272033436997875,COMPAS  without sen. attr.,Curious,SP
0.4126685922958424,0.032626708907045686,COMPAS  without sen. attr.,Curious,SP
0.4130478627977412,0.032008411116672415,COMPAS  without sen. attr.,Curious,SP
0.4137590441578666,0.030620424571104875,COMPAS  without sen. attr.,Curious,SP
0.4150392267993096,0.029657622706960637,COMPAS  without sen. attr.,Curious,SP
0.4150866426361992,0.02803733251359879,COMPAS  without sen. attr.,Curious,SP
0.4152287889990763,0.02704192100236076,COMPAS  without sen. attr.,Curious,SP
0.4168406240099458,0.026314678611519204,COMPAS  without sen. attr.,Curious,SP
0.4172199507050619,0.02453609597571411,COMPAS  without sen. attr.,Curious,SP
0.4179784242769984,0.024157662398316043,COMPAS  without sen. attr.,Curious,SP
0.4192109438313951,0.02335847246936142,COMPAS  without sen. attr.,Curious,SP
0.4192584271001457,0.022943407633204828,COMPAS  without sen. attr.,Curious,SP
0.4207281607027119,0.02153936952464293,COMPAS  without sen. attr.,Curious,SP
0.4218661407880604,0.020600278936859437,COMPAS  without sen. attr.,Curious,SP
0.4222928608427792,0.020165123089432174,COMPAS  without sen. attr.,Curious,SP
0.4230988738766836,0.019292585014257447,COMPAS  without sen. attr.,Curious,SP
0.4236677740102099,0.018223909817375903,COMPAS  without sen. attr.,Curious,SP
0.4255642950993558,0.016587716377433292,COMPAS  without sen. attr.,Curious,SP
0.4257065088940939,0.016388753266951724,COMPAS  without sen. attr.,Curious,SP
0.4276975919295751,0.01271227955331527,COMPAS  without sen. attr.,Curious,SP
0.4280295027878017,0.012479791585804223,COMPAS  without sen. attr.,Curious,SP
0.4282191661353598,0.01217536661193262,COMPAS  without sen. attr.,Curious,SP
0.4289778195255921,0.011294172675787523,COMPAS  without sen. attr.,Curious,SP
0.4304949914423348,0.01041720238023377,COMPAS  without sen. attr.,Curious,SP
0.43272315366226377,0.008766089765295183,COMPAS  without sen. attr.,Curious,SP
0.4336240320858776,0.006926643046590475,COMPAS  without sen. attr.,Curious,SP
0.4343825393737446,0.0060143360150753,COMPAS  without sen. attr.,Curious,SP
0.4351885411690055,0.004848100313997725,COMPAS  without sen. attr.,Curious,SP
0.4378435695460183,0.0037312973613644828,COMPAS  without sen. attr.,Curious,SP
0.4380806487304661,0.0032250213840137212,COMPAS  without sen. attr.,Curious,SP
0.4391710668765596,0.002379266585402273,COMPAS  without sen. attr.,Curious,SP
0.4400719003455996,0.0009436316424118145,COMPAS  without sen. attr.,Curious,SP
0.4401667320193785,0.000550074484661664,COMPAS  without sen. attr.,Curious,SP
0.4708898004927246,0.0,COMPAS  without sen. attr.,Curious,SP
0.3293664855334495,0.2397385032422874,COMPAS  without sen. attr.,Lower bound,SP
0.3346767108671276,0.1948543647831098,COMPAS  without sen. attr.,Lower bound,SP
0.382182692916092,0.0976627745983279,COMPAS  without sen. attr.,Lower bound,SP
0.4017163094407641,0.04749646650265893,COMPAS  without sen. attr.,Lower bound,SP
0.4022852994834383,0.04704666302696469,COMPAS  without sen. attr.,Lower bound,SP
0.4024275132781764,0.0460656851344964,COMPAS  without sen. attr.,Lower bound,SP
0.4058413523864304,0.044442267395072566,COMPAS  without sen. attr.,Lower bound,SP
0.4060310157339885,0.043857682882091416,COMPAS  without sen. attr.,Lower bound,SP
0.40811731255712735,0.041611258622470636,COMPAS  without sen. attr.,Lower bound,SP
0.4101557102817066,0.04035048760792418,COMPAS  without sen. attr.,Lower bound,SP
0.4111513417085952,0.03892418598823242,COMPAS  without sen. attr.,Lower bound,SP
0.4116255000774904,0.03845433477445012,COMPAS  without sen. attr.,Lower bound,SP
0.4121469506581967,0.03752413198401732,COMPAS  without sen. attr.,Lower bound,SP
0.4124788615164233,0.03604313753214311,COMPAS  without sen. attr.,Lower bound,SP
0.413284739686606,0.035752639270251366,COMPAS  without sen. attr.,Lower bound,SP
0.4142330451857529,0.03321377169656483,COMPAS  without sen. attr.,Lower bound,SP
0.41432785438224495,0.033043715091876,COMPAS  without sen. attr.,Lower bound,SP
0.414517472775229,0.03264110164928853,COMPAS  without sen. attr.,Lower bound,SP
0.41560798083047057,0.03166328020310857,COMPAS  without sen. attr.,Lower bound,SP
0.4163664544024071,0.030205374079672963,COMPAS  without sen. attr.,Lower bound,SP
0.41812084036731934,0.027554915758163056,COMPAS  without sen. attr.,Lower bound,SP
0.4187371563377351,0.026257659069397254,COMPAS  without sen. attr.,Lower bound,SP
0.4194958097279675,0.025809643889588813,COMPAS  without sen. attr.,Lower bound,SP
0.4197802373174436,0.025445929845879692,COMPAS  without sen. attr.,Lower bound,SP
0.4206335088472287,0.023558832514840044,COMPAS  without sen. attr.,Lower bound,SP
0.4214868815248052,0.02303143946621771,COMPAS  without sen. attr.,Lower bound,SP
0.4228618171695229,0.02179584030278513,COMPAS  without sen. attr.,Lower bound,SP
0.4237627405477109,0.02012292186684709,COMPAS  without sen. attr.,Lower bound,SP
0.4248058889592803,0.01987163699983516,COMPAS  without sen. attr.,Lower bound,SP
0.4265127242235811,0.018613364704518846,COMPAS  without sen. attr.,Lower bound,SP
0.4268919834868363,0.018012689115390976,COMPAS  without sen. attr.,Lower bound,SP
0.4276030524605268,0.01582212201686057,COMPAS  without sen. attr.,Lower bound,SP
0.42845653752453816,0.01468489732906994,COMPAS  without sen. attr.,Lower bound,SP
0.4286935942316989,0.012164370603391657,COMPAS  without sen. attr.,Lower bound,SP
0.4296419109694891,0.010863975730859655,COMPAS  without sen. attr.,Lower bound,SP
0.4323439955467998,0.009942287361497531,COMPAS  without sen. attr.,Lower bound,SP
0.4328181539156951,0.009267992843599018,COMPAS  without sen. attr.,Lower bound,SP
0.4338137741039401,0.006854535924158694,COMPAS  without sen. attr.,Lower bound,SP
0.4346196522741226,0.00670335013954935,COMPAS  without sen. attr.,Lower bound,SP
0.4354730923835601,0.00391010495571274,COMPAS  without sen. attr.,Lower bound,SP
0.4358523291695283,0.003219803872499738,COMPAS  without sen. attr.,Lower bound,SP
0.4368480617442083,0.0019013457361683832,COMPAS  without sen. attr.,Lower bound,SP
0.437369635949993,0.0016654039351459732,COMPAS  without sen. attr.,Lower bound,SP
0.4379860305909132,0.0006214590341072051,COMPAS  without sen. attr.,Lower bound,SP
0.43841267197512745,0.00046040432867920086,COMPAS  without sen. attr.,Lower bound,SP
0.4708898004927246,0.0,COMPAS  without sen. attr.,Lower bound,SP
0.32704368269668105,0.22425042251765231,COMPAS  without sen. attr.,BFS objective-aware,SP
0.33439226080036444,0.1920336263159685,COMPAS  without sen. attr.,BFS objective-aware,SP
0.3727479865689219,0.099149885992768,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4067892083398377,0.0459381113729259,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4074056142194015,0.04550934633188057,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4078323455127636,0.04418820184506843,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4088754939243331,0.04373393005744156,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4092548093808057,0.041924448908339296,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4094444727283639,0.04086103595146212,COMPAS  without sen. attr.,BFS objective-aware,SP
0.410914363671939,0.039185002634311086,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4114359378777237,0.03835236229350877,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4115307695515028,0.0375257912556583,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4130003120971297,0.03570153670587056,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4139012129980306,0.0351807661197613,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4140434605086992,0.03510409090362804,COMPAS  without sen. attr.,BFS objective-aware,SP
0.41475467558475504,0.03361459400219232,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4166511854352575,0.03135837468024509,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4173622544089479,0.030566831687041926,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4177888957931621,0.029644440185581093,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4181681662950609,0.027772684420787043,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4183104138057294,0.027286479973108024,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4190689660481704,0.025467228318071883,COMPAS  without sen. attr.,BFS objective-aware,SP
0.4191637977219495,0.025353788439212138,COMPAS  without sen. attr.,BFS objective-aware,SP
