error,unfairness,dataset,strategy,metric
0.4130478627977412,0.032008411116672415,COMPAS with sen. attr.,Curious,SP
0.4137590441578666,0.030620424571104875,COMPAS with sen. attr.,Curious,SP
0.4150392267993096,0.029657622706960637,COMPAS with sen. attr.,Curious,SP
0.4150866426361992,0.02803733251359879,COMPAS with sen. attr.,Curious,SP
0.4152287889990763,0.02704192100236076,COMPAS with sen. attr.,Curious,SP
0.4168406240099458,0.026314678611519204,COMPAS with sen. attr.,Curious,SP
0.4172199507050619,0.02453609597571411,COMPAS with sen. attr.,Curious,SP
0.4179784242769984,0.024157662398316043,COMPAS with sen. attr.,Curious,SP
0.4192109438313951,0.02335847246936142,COMPAS with sen. attr.,Curious,SP
0.4192584271001457,0.022943407633204828,COMPAS with sen. attr.,Curious,SP
0.4207281607027119,0.02153936952464293,COMPAS with sen. attr.,Curious,SP
0.4218661407880604,0.020600278936859437,COMPAS with sen. attr.,Curious,SP
0.4222928608427792,0.020165123089432174,COMPAS with sen. attr.,Curious,SP
0.4230988738766836,0.019292585014257447,COMPAS with sen. attr.,Curious,SP
0.4236677740102099,0.018223909817375903,COMPAS with sen. attr.,Curious,SP
0.4255642950993558,0.016587716377433292,COMPAS with sen. attr.,Curious,SP
0.4257065088940939,0.016388753266951724,COMPAS with sen. attr.,Curious,SP
0.4276975919295751,0.01271227955331527,COMPAS with sen. attr.,Curious,SP
0.4280295027878017,0.012479791585804223,COMPAS with sen. attr.,Curious,SP
0.4282191661353598,0.01217536661193262,COMPAS with sen. attr.,Curious,SP
0.4289778195255921,0.011294172675787523,COMPAS with sen. attr.,Curious,SP
0.4304949914423348,0.01041720238023377,COMPAS with sen. attr.,Curious,SP
0.43272315366226377,0.008766089765295183,COMPAS with sen. attr.,Curious,SP
0.4336240320858776,0.006926643046590475,COMPAS with sen. attr.,Curious,SP
0.4343825393737446,0.0060143360150753,COMPAS with sen. attr.,Curious,SP
0.4351885411690055,0.004848100313997725,COMPAS with sen. attr.,Curious,SP
0.4378435695460183,0.0037312973613644828,COMPAS with sen. attr.,Curious,SP
0.4380806487304661,0.0032250213840137212,COMPAS with sen. attr.,Curious,SP
0.4391710668765596,0.002379266585402273,COMPAS with sen. attr.,Curious,SP
0.4400719003455996,0.0009436316424118145,COMPAS with sen. attr.,Curious,SP
0.4401667320193785,0.000550074484661664,COMPAS with sen. attr.,Curious,SP
0.4708898004927246,0.0,COMPAS with sen. attr.,Curious,SP
0.3293664855334495,0.2397385032422874,COMPAS with sen. attr.,Lower bound,SP
0.3346767108671276,0.1948543647831098,COMPAS with sen. attr.,Lower bound,SP
0.382182692916092,0.0976627745983279,COMPAS with sen. attr.,Lower bound,SP
0.4017163094407641,0.04749646650265893,COMPAS with sen. attr.,Lower bound,SP
0.4022852994834383,0.04704666302696469,COMPAS with sen. attr.,Lower bound,SP
0.4024275132781764,0.0460656851344964,COMPAS with sen. attr.,Lower bound,SP
0.4058413523864304,0.044442267395072566,COMPAS with sen. attr.,Lower bound,SP
0.4060310157339885,0.043857682882091416,COMPAS with sen. attr.,Lower bound,SP
0.40811731255712735,0.041611258622470636,COMPAS with sen. attr.,Lower bound,SP
0.4101557102817066,0.04035048760792418,COMPAS with sen. attr.,Lower bound,SP
0.4111513417085952,0.03892418598823242,COMPAS with sen. attr.,Lower bound,SP
0.4116255000774904,0.03845433477445012,COMPAS with sen. attr.,Lower bound,SP
0.4121469506581967,0.03752413198401732,COMPAS with sen. attr.,Lower bound,SP
0.4124788615164233,0.03604313753214311,COMPAS with sen. attr.,Lower bound,SP
0.413284739686606,0.035752639270251366,COMPAS with sen. attr.,Lower bound,SP
0.4142330451857529,0.03321377169656483,COMPAS with sen. attr.,Lower bound,SP
0.41432785438224495,0.033043715091876,COMPAS with sen. attr.,Lower bound,SP
0.414517472775229,0.03264110164928853,COMPAS with sen. attr.,Lower bound,SP
0.41560798083047057,0.03166328020310857,COMPAS with sen. attr.,Lower bound,SP
0.4163664544024071,0.030205374079672963,COMPAS with sen. attr.,Lower bound,SP
0.41812084036731934,0.027554915758163056,COMPAS with sen. attr.,Lower bound,SP
0.4187371563377351,0.026257659069397254,COMPAS with sen. attr.,Lower bound,SP
0.4194958097279675,0.025809643889588813,COMPAS with sen. attr.,Lower bound,SP
0.4197802373174436,0.025445929845879692,COMPAS with sen. attr.,Lower bound,SP
0.4206335088472287,0.023558832514840044,COMPAS with sen. attr.,Lower bound,SP
0.4214868815248052,0.02303143946621771,COMPAS with sen. attr.,Lower bound,SP
0.4228618171695229,0.02179584030278513,COMPAS with sen. attr.,Lower bound,SP
0.4237627405477109,0.02012292186684709,COMPAS with sen. attr.,Lower bound,SP
0.4248058889592803,0.01987163699983516,COMPAS with sen. attr.,Lower bound,SP
0.4265127242235811,0.018613364704518846,COMPAS with sen. attr.,Lower bound,SP
0.4268919834868363,0.018012689115390976,COMPAS with sen. attr.,Lower bound,SP
0.4276030524605268,0.01582212201686057,COMPAS with sen. attr.,Lower bound,SP
0.42845653752453816,0.01468489732906994,COMPAS with sen. attr.,Lower bound,SP
0.4286935942316989,0.012164370603391657,COMPAS with sen. attr.,Lower bound,SP
0.4296419109694891,0.010863975730859655,COMPAS with sen. attr.,Lower bound,SP
0.4323439955467998,0.009942287361497531,COMPAS with sen. attr.,Lower bound,SP
0.4328181539156951,0.009267992843599018,COMPAS with sen. attr.,Lower bound,SP
0.4338137741039401,0.006854535924158694,COMPAS with sen. attr.,Lower bound,SP
0.4346196522741226,0.00670335013954935,COMPAS with sen. attr.,Lower bound,SP
0.4354730923835601,0.00391010495571274,COMPAS with sen. attr.,Lower bound,SP
0.4358523291695283,0.003219803872499738,COMPAS with sen. attr.,Lower bound,SP
0.4368480617442083,0.0019013457361683832,COMPAS with sen. attr.,Lower bound,SP
0.437369635949993,0.0016654039351459732,COMPAS with sen. attr.,Lower bound,SP
0.4379860305909132,0.0006214590341072051,COMPAS with sen. attr.,Lower bound,SP
0.43841267197512745,0.00046040432867920086,COMPAS with sen. attr.,Lower bound,SP
0.4708898004927246,0.0,COMPAS with sen. attr.,Lower bound,SP
0.32704368269668105,0.22425042251765231,COMPAS with sen. attr.,BFS objective-aware,SP
0.33439226080036444,0.1920336263159685,COMPAS with sen. attr.,BFS objective-aware,SP
0.35444711437151644,0.05290395639167128,COMPAS with sen. attr.,BFS objective-aware,SP
0.3574340536067561,0.04643642102864999,COMPAS with sen. attr.,BFS objective-aware,SP
0.3579081782597208,0.0451285304072019,COMPAS with sen. attr.,BFS objective-aware,SP
0.3583822691967551,0.04379463084143318,COMPAS with sen. attr.,BFS objective-aware,SP
0.3589512592394293,0.043422338302044367,COMPAS with sen. attr.,BFS objective-aware,SP
0.35923573178347945,0.041104828147321214,COMPAS with sen. attr.,BFS objective-aware,SP
0.35975718236418586,0.04090352142602747,COMPAS with sen. attr.,BFS objective-aware,SP
0.3598519915606778,0.04073658983299914,COMPAS with sen. attr.,BFS objective-aware,SP
0.3603260375431382,0.039457294014731165,COMPAS with sen. attr.,BFS objective-aware,SP
0.3604682513378762,0.03909985229886132,COMPAS with sen. attr.,BFS objective-aware,SP
0.3608475780329924,0.037655701496291806,COMPAS with sen. attr.,BFS objective-aware,SP
0.3611320280997557,0.03638387991715649,COMPAS with sen. attr.,BFS objective-aware,SP
0.36146393895798223,0.035606423194190995,COMPAS with sen. attr.,BFS objective-aware,SP
0.3616536023055402,0.03542062866374103,COMPAS with sen. attr.,BFS objective-aware,SP
0.3623174015447066,0.03297926706649608,COMPAS with sen. attr.,BFS objective-aware,SP
0.3625544245359367,0.03250783238796593,COMPAS with sen. attr.,BFS objective-aware,SP
0.3642613721866725,0.027348277108096675,COMPAS with sen. attr.,BFS objective-aware,SP
0.3741689332200927,0.02596318293652,COMPAS with sen. attr.,BFS objective-aware,SP
0.3742637648938718,0.025387531895617557,COMPAS with sen. attr.,BFS objective-aware,SP
0.374548192483348,0.023904570720359782,COMPAS with sen. attr.,BFS objective-aware,SP
0.3749749350153537,0.02373802632867291,COMPAS with sen. attr.,BFS objective-aware,SP
0.3752594300366908,0.02209568357918793,COMPAS with sen. attr.,BFS objective-aware,SP
0.3763971403945956,0.02073915988271637,COMPAS with sen. attr.,BFS objective-aware,SP
0.3766342083403996,0.01918067883603753,COMPAS with sen. attr.,BFS objective-aware,SP
0.3770609508724053,0.01834846240329251,COMPAS with sen. attr.,BFS objective-aware,SP
0.3771557600688974,0.01818153081026418,COMPAS with sen. attr.,BFS objective-aware,SP
0.37734538970052506,0.015871989496975037,COMPAS with sen. attr.,BFS objective-aware,SP
0.3776298622445752,0.014446701631827152,COMPAS with sen. attr.,BFS objective-aware,SP
0.3782461220217737,0.012616085352837595,COMPAS with sen. attr.,BFS objective-aware,SP
0.3783883358165117,0.01210016503157949,COMPAS with sen. attr.,BFS objective-aware,SP
0.37881497720072604,0.009775952399104934,COMPAS with sen. attr.,BFS objective-aware,SP
0.37890980887450504,0.0092531711030684,COMPAS with sen. attr.,BFS objective-aware,SP
0.3789572247113945,0.009132616552134107,COMPAS with sen. attr.,BFS objective-aware,SP
0.3790994497447761,0.008845130408171463,COMPAS with sen. attr.,BFS objective-aware,SP
0.3800950137398036,0.0061249892752784545,COMPAS with sen. attr.,BFS objective-aware,SP
0.3807114196193674,0.005106978312083453,COMPAS with sen. attr.,BFS objective-aware,SP
0.3812804096620416,0.003905905422500697,COMPAS with sen. attr.,BFS objective-aware,SP
0.3814226459340667,0.002948235811077968,COMPAS with sen. attr.,BFS objective-aware,SP
0.3828451210407524,0.0017669048190340289,COMPAS with sen. attr.,BFS objective-aware,SP
0.3837932916761774,0.0013925171904921765,COMPAS with sen. attr.,BFS objective-aware,SP
0.3971614445747753,0.0006303869835632553,COMPAS with sen. attr.,BFS objective-aware,SP
0.4708898004927246,0.0,COMPAS with sen. attr.,BFS objective-aware,SP
0.17985743422520814,0.3552252887800881,Adult with sen. attr.,BFS original,PP
0.18015447618238467,0.2580723629723139,Adult with sen. attr.,BFS original,PP
0.1802534901681101,0.24855485956617585,Adult with sen. attr.,BFS original,PP
0.1812188622323596,0.12652291155563786,Adult with sen. attr.,BFS original,PP
0.1838839645134529,0.059985522024019064,Adult with sen. attr.,BFS original,PP
0.18437078327660306,0.0386429906292692,Adult with sen. attr.,BFS original,PP
0.18484933555651872,0.009488435297577213,Adult with sen. attr.,BFS original,PP
0.1865243221483748,0.005401666195359534,Adult with sen. attr.,BFS original,PP
0.18711015489725055,0.0047646388473266965,Adult with sen. attr.,BFS original,PP
0.18822406223666224,0.003670898025752556,Adult with sen. attr.,BFS original,PP
0.18901617412246607,0.0028263789016539143,Adult with sen. attr.,BFS original,PP
0.19187100453310324,0.002230842625191487,Adult with sen. attr.,BFS original,PP
0.1936780097725933,0.0014103549350524605,Adult with sen. attr.,BFS original,PP
0.19611209303611174,0.0003628684926968662,Adult with sen. attr.,BFS original,PP
0.24789598241766495,0.0,Adult with sen. attr.,BFS original,PP
0.17133404121797555,0.19371453141687453,Adult with sen. attr.,Curious,PP
0.1715898273477665,0.18844558479830925,Adult with sen. attr.,Curious,PP
0.17918909731024255,0.046406474860511186,Adult with sen. attr.,Curious,PP
0.17984919088880713,0.03915198730646978,Adult with sen. attr.,Curious,PP
0.1805340383041976,0.03551554758367936,Adult with sen. attr.,Curious,PP
0.18131789902452436,0.03030099016408745,Adult with sen. attr.,Curious,PP
0.1813509023248544,0.03016394385620258,Adult with sen. attr.,Curious,PP
0.18205222143568367,0.027746103859384984,Adult with sen. attr.,Curious,PP
