accuracy,unfairness,accuracy_test,unfairness_test,epsilon
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.0
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.1
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.3
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.4
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.5
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.6
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.7
0.6706335144665505,0.1694485373061275,0.6620523934998246,0.18324998792402472,0.8
0.6551295922361653,0.09868246513756637,0.6501031502648453,0.10863811611655327,0.9
0.6259243812368149,0.03983519391088549,0.620713508457962,0.06864494608628437,0.95
0.6259243812368149,0.03983519391088549,0.620713508457962,0.06864494608628437,0.951
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.952
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.953
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.954
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.955
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.956
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.957
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.958
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.959
0.6251659076648786,0.037334294831348536,0.6167286887236166,0.06426305104555852,0.96
0.6244072542746462,0.03402743402369683,0.613885086827882,0.06538794323326733,0.961
0.6240753434164196,0.031963418638623564,0.6095248972544223,0.06693566519151425,0.962
0.6240753434164196,0.031963418638623564,0.6095248972544223,0.06693566519151425,0.963
0.6240753434164196,0.031963418638623564,0.6095248972544223,0.06693566519151425,0.964
0.6232692741892978,0.029525082777980115,0.6138852666888495,0.05587085013563085,0.965
0.6226056098138533,0.02881670541171405,0.612936500085434,0.051150221926630546,0.966
0.6226056098138533,0.02881670541171405,0.612936500085434,0.051150221926630546,0.967
0.6226056098138533,0.02881670541171405,0.612936500085434,0.051150221926630546,0.968
0.6209463252501638,0.026389142328421843,0.6110422043760173,0.05215210954097642,0.969
0.6206144143919371,0.025438639969468768,0.6127483655134581,0.05361138063143669,0.97
0.6206144143919371,0.025438639969468768,0.6127483655134581,0.05361138063143669,0.971
0.6206144143919371,0.025438639969468768,0.6127483655134581,0.05361138063143669,0.972
0.619476557931667,0.02260983727804793,0.6061102367869637,0.04996558106370941,0.973
0.6189551073509607,0.021409444598985305,0.6085770299558442,0.05530633784275879,0.974
0.6183387014713969,0.01985647403193024,0.6089561768752754,0.053176721657675785,0.975
0.6173906095064764,0.01606966783355024,0.6057303704236625,0.049821239930101034,0.976
0.6173906095064764,0.01606966783355024,0.6057303704236625,0.049821239930101034,0.977
0.615541391867785,0.014709914015713543,0.608573972319397,0.05173817283744928,0.978
0.615541391867785,0.014709914015713543,0.608573972319397,0.05173817283744928,0.979
0.6153517734748009,0.014400825050578391,0.6074354523952985,0.0451962613001774,0.98
0.6145458953046183,0.012600074035671482,0.6078149590366647,0.04569115768124761,0.981
0.6145458953046183,0.012600074035671482,0.6078149590366647,0.04569115768124761,0.982
0.6138346577512757,0.010048977118377378,0.6072462386575178,0.04171990749974623,0.983
0.6138346577512757,0.010048977118377378,0.6072462386575178,0.04171990749974623,0.984
0.613692410240607,0.009717337862347086,0.6036443429229206,0.04233215983517304,0.985
0.6131234201979329,0.007806592238037524,0.6017486083257642,0.045357733181358564,0.986
0.6130285885241538,0.007445236003712408,0.6015590348660486,0.04466569165886721,0.987
0.6130285885241538,0.007445236003712408,0.6015590348660486,0.04466569165886721,0.988
0.6126966776659272,0.007170902891171926,0.6021277552451955,0.04541475532927919,0.989
0.6125070592729429,0.007155027252501467,0.601368741962463,0.04410018681706144,0.99
0.6110371795680113,0.006304116700608431,0.5951126379308794,0.0432510139057757,0.991
0.6108475162204533,0.005813519807722087,0.5947334910114481,0.0432510139057757,0.992
0.6106104932292231,0.005367057969193531,0.5935949710873495,0.04012698050026997,0.993
0.6106104932292231,0.005367057969193531,0.5935949710873495,0.04012698050026997,0.994
0.6088565680486939,0.0030001075989773973,0.5956786603955142,0.048034955935973934,0.995
0.6079082513109035,0.00213974476678358,0.5930246319594953,0.04092494189986725,0.996
0.6073866546278317,0.0016765319881738017,0.5932143852801783,0.03788311680481021,0.997
0.6053005601002756,0.001123169285821468,0.5922672374254702,0.03842174599282827,0.998
0.6030248471797354,0.00042129248697067025,0.5879043499374983,0.03986587541914101,0.999
0.5291101995072754,0.0,0.5291047420344074,0.0,1.0
