accuracy_train,unfairness_train,accuracy,unfairness,epsilon,strategy
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.0,BFS original
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.1,BFS original
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.3,BFS original
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.4,BFS original
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.5,BFS original
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.6,BFS original
0.6723400575261206,0.22381848935480936,0.6709609072187199,0.2266210038850752,0.7,BFS original
0.6665558873577735,0.1933830123536695,0.6633786882739642,0.19712382503130854,0.8,BFS original
0.6235064208056063,0.09808057478801208,0.6203302247362787,0.11208390210442204,0.9,BFS original
0.5983784772784411,0.047216384766000284,0.5869510868098959,0.06394767477012141,0.95,BFS original
0.5965293045943239,0.04480487778250712,0.5808836569331907,0.0672728981624673,0.951,BFS original
0.5956758195303125,0.04399764381765943,0.580694083473475,0.06605531319145391,0.9520000000000001,BFS original
0.5952964928351963,0.042496646942238425,0.5803149365540436,0.06980248742784924,0.953,BFS original
0.5952966164602747,0.04401119409317315,0.5825903576535338,0.06304471724479127,0.9540000000000001,BFS original
0.5937321860476512,0.040669985999035055,0.5789868431702294,0.06505612696636674,0.955,BFS original
0.5937321860476512,0.040669985999035055,0.5789868431702294,0.06505612696636674,0.956,BFS original
0.5937321860476512,0.040669985999035055,0.5789868431702294,0.06505612696636674,0.9570000000000001,BFS original
0.593258027678756,0.04007224355939915,0.5776598289522199,0.06043379942514397,0.958,BFS original
0.5928787009836398,0.03958260885583385,0.57841758320818,0.05981792239360542,0.9590000000000001,BFS original
0.590365863924078,0.03831040624878016,0.5761416225257875,0.06024224382347789,0.96,BFS original
0.5891331757900289,0.03521521987507807,0.5732989199348903,0.06014003595844077,0.961,BFS original
0.5886116015842442,0.035488640903931765,0.5748155076126155,0.059573866789464476,0.9620000000000001,BFS original
0.5887538153789823,0.035620960444022486,0.5715897011610026,0.061399306692764666,0.963,BFS original
0.5882796457714435,0.03432529251975862,0.5761436009964298,0.05198383557594003,0.9640000000000001,BFS original
0.5879477686291474,0.033560299956017406,0.5723512324972796,0.05245214685991932,0.965,BFS original
0.5886590061824902,0.032975713793841344,0.5732990997958578,0.05537578819841064,0.966,BFS original
0.5881374544539926,0.028482168340119525,0.5753856668795021,0.04705635342014157,0.9670000000000001,BFS original
0.5888012761704458,0.030080340882912688,0.5725420649837675,0.04711276987051378,0.968,BFS original
0.5882798255897395,0.029363439402445325,0.5740570339127855,0.05832765203163499,0.9690000000000001,BFS original
0.5875211946767941,0.02794552725214336,0.5770902092682355,0.04940846181246116,0.97,BFS original
0.586240967080777,0.02643306635966345,0.5717821523961977,0.049252555323877685,0.971,BFS original
0.5854824935088405,0.02615277250796565,0.5714042645035388,0.049251702087535265,0.972,BFS original
0.5842971762571071,0.025509250634137903,0.5744369002760866,0.04172019057976886,0.973,BFS original
0.5854352350129599,0.024554811661811747,0.5736795057420615,0.05441972536410837,0.9740000000000001,BFS original
0.5851034365411679,0.023578074909570385,0.5740581130785902,0.04743133071668112,0.975,BFS original
0.5840602993682421,0.022657605276154583,0.5693158988102198,0.050314632551862366,0.976,BFS original
