accuracy_train,unfairness_train,accuracy,unfairness,epsilon,strategy
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.0,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.1,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.3,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.4,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.5,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.6,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.7,BFS original
0.6723400575261206,0.15791735093802664,0.6709609072187199,0.16071094614857626,0.8,BFS original
0.6585433189579845,0.09664634156117098,0.6521913360971968,0.11847299152468599,0.9,BFS original
0.6319929003241338,0.048638981351351834,0.6315164977472414,0.052009127665731784,0.95,BFS original
0.6311395388852008,0.04352555146982299,0.6301885842243946,0.05551143982306491,0.951,BFS original
0.6311391904872525,0.04509144780240462,0.626966734714066,0.05810742848396781,0.9520000000000001,BFS original
0.6308547291818459,0.04378892230435235,0.6229856920600375,0.060162416341625766,0.953,BFS original
0.6304755485890952,0.04354524745047063,0.6246923927803808,0.059419756499097434,0.9540000000000001,BFS original
0.6300015026066348,0.04186038911812243,0.623364119535599,0.05583865610511535,0.955,BFS original
0.6295747600746291,0.039700015856866236,0.6182456361232767,0.05651514613271925,0.956,BFS original
0.6295747600746291,0.039700015856866236,0.6182456361232767,0.05651514613271925,0.9570000000000001,BFS original
0.6290057700319549,0.038717214874065264,0.6171081953649828,0.05792359683694461,0.958,BFS original
0.6289585002974307,0.036794485693269735,0.6229844330332653,0.05434302623670265,0.9590000000000001,BFS original
0.625213345979055,0.033536888119620835,0.6186208261014237,0.05185536410127154,0.96,BFS original
0.6265883602942772,0.03492198928130471,0.6189996132989201,0.05693886584551936,0.961,BFS original
0.6244072317973591,0.03509476935044492,0.6172934521614792,0.05933127717207703,0.9620000000000001,BFS original
0.6240279051022429,0.0316634049476461,0.6142602768060289,0.05929147699909195,0.963,BFS original
0.6238382867092589,0.0314067781538732,0.6146397834473951,0.05754276059921276,0.9640000000000001,BFS original
0.6237908821110129,0.030151117613052524,0.6148295367680783,0.05771793426275852,0.965,BFS original
0.6237908821110129,0.030151117613052524,0.6148295367680783,0.05771793426275852,0.966,BFS original
0.6236960504372338,0.029953293676356182,0.6148295367680783,0.0584669979331705,0.9670000000000001,BFS original
0.6220839119829902,0.026260726375021397,0.6197584467206848,0.04944753152895152,0.968,BFS original
0.6198559295813572,0.02547827105937536,0.6129285862028652,0.043031291466264575,0.9690000000000001,BFS original
0.6198559295813572,0.02547827105937536,0.6129285862028652,0.043031291466264575,0.97,BFS original
0.61966633366566,0.024106242140777657,0.6153968182594853,0.05086162891702365,0.971,BFS original
0.618575769417201,0.02358737276341725,0.6146385244206228,0.05054702802534624,0.972,BFS original
0.6181963640515804,0.019698169753571814,0.6123627435991977,0.05425878351063873,0.973,BFS original
0.6181963640515804,0.019698169753571814,0.6123627435991977,0.05425878351063873,0.9740000000000001,BFS original
0.6188128823175791,0.018414814205519516,0.6153971779814204,0.054105582678538315,0.975,BFS original
0.6181964764380152,0.018087213877919183,0.6159658983605673,0.04859036076285176,0.976,BFS original
0.6177223180691199,0.01797499263893738,0.6136910168439795,0.056252138992366314,0.977,BFS original
0.6154939647922519,0.014628097270603303,0.6106589206543341,0.03973980539200249,0.978,BFS original
0.615304301444694,0.014249620954132682,0.6100902002751872,0.04013582575182223,0.9790000000000001,BFS original
0.6152094697709151,0.013358038338376168,0.6121755083320592,0.04410923269556468,0.98,BFS original
0.6162998429624345,0.013582380612066059,0.6057289315359228,0.04725005313240195,0.981,BFS original
0.6162998429624345,0.013582380612066059,0.6057289315359228,0.04725005313240195,0.982,BFS original
0.6152097057824282,0.013760798808744423,0.6089506011852838,0.055181322203746976,0.983,BFS original
0.6149252781929521,0.01286135623835547,0.6091403545059669,0.05402759221280768,0.9840000000000001,BFS original
0.6146881990085044,0.013426484358128965,0.6093299279656825,0.05613406650746002,0.985,BFS original
0.6113220229872967,0.00940835497348378,0.6062978317760371,0.045541312812201966,0.986,BFS original
0.6103737062495063,0.007640170106707367,0.604781244098312,0.046008376361884935,0.987,BFS original
0.6123650252965007,0.01076314212750441,0.6099020657032115,0.04610384749737236,0.988,BFS original
0.6119855749763061,0.009585248651645284,0.6116080469796847,0.044115044799235933,0.9890000000000001,BFS original
0.6117486980874414,0.007367452503416815,0.6076246661330791,0.04250784224537568,0.99,BFS original
0.6114642030661044,0.00730697517625173,0.6080038130525105,0.04174738597161143,0.991,BFS original
0.6114166748427798,0.005623173468091292,0.6093297481047151,0.032307283896753816,0.992,BFS original
0.6097572329380816,0.005617098610060045,0.6110369884079606,0.03970042714746709,0.993,BFS original
0.6103734927152799,0.004555361181869955,0.6119857550113761,0.03164248284267883,0.9940000000000001,BFS original
0.6062962364817381,0.0012129335578056732,0.5979557002437117,0.0398936730970218,0.995,BFS original
0.6062962364817381,0.0012129335578056732,0.5979557002437117,0.0398936730970218,0.996,BFS original
0.6045892663537153,0.0011683463395332774,0.5949225248882615,0.04181380053533755,0.997,BFS original
0.6009861797277125,0.0008384706610791049,0.5894207577542561,0.03908232651962136,0.998,BFS original
0.5997535253095938,0.0003299517161973409,0.5990902632265259,0.04016031520972583,0.9990000000000001,BFS original
0.5291101995072754,0.0,0.5291047420344074,0.0,1.0,BFS original
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.0,Curious
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.1,Curious
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.3,Curious
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.4,Curious
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.5,Curious
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.6,Curious
0.6660346727885805,0.13264151201038896,0.6637556768617858,0.1351686031767116,0.7,Curious
