accuracy_train,unfairness_train,accuracy,unfairness,epsilon,strategy
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.0,BFS original
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.1,BFS original
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.3,BFS original
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.4,BFS original
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.5,BFS original
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.6,BFS original
0.6723400575261206,0.21243857523829188,0.6709609072187199,0.216902111448292,0.7,BFS original
0.6680256659149139,0.19091960314021045,0.669068769840913,0.1877169090184144,0.8,BFS original
0.6412858873768792,0.09682099452883523,0.635502936230294,0.14221038229710742,0.9,BFS original
0.6166797315897252,0.045690830355897015,0.6095155444841138,0.07675192823071005,0.95,BFS original
0.6176754641644051,0.04599927191433857,0.6078093833466731,0.08454100016278934,0.951,BFS original
0.6163478207314986,0.04651343956766585,0.6049639828412637,0.08640097491942493,0.9520000000000001,BFS original
0.612128036021201,0.042746153556320575,0.6043968812108239,0.10964011607430528,0.953,BFS original
0.6117012934891953,0.042613577798744834,0.6036385873719615,0.1071164567683116,0.9540000000000001,BFS original
0.6112270339725085,0.04118908649775727,0.5985192046548018,0.11242088620994642,0.955,BFS original
0.6115586301487175,0.041864480774793,0.5970022572551418,0.11541407525894702,0.956,BFS original
0.6091881529862592,0.04085255285527682,0.5945361835301312,0.10482477047100244,0.9570000000000001,BFS original
0.608334667922248,0.040548243685757164,0.5932091693121218,0.10380000891077217,0.958,BFS original
0.606770316180129,0.03995548752007292,0.5941579359155373,0.11104213879812304,0.9590000000000001,BFS original
0.6075764977936856,0.03886597520329786,0.5920686709173808,0.10799041555678536,0.96,BFS original
0.6074342165670866,0.034602306250120014,0.6007942660323569,0.09060855350599016,0.961,BFS original
0.6074342165670866,0.034602306250120014,0.6007942660323569,0.09060855350599016,0.9620000000000001,BFS original
0.6071497215457495,0.034174528542654146,0.6009838394920726,0.08821300034120626,0.963,BFS original
0.6048739411933484,0.03359156356738648,0.6015511209834797,0.09528625364835784,0.9640000000000001,BFS original
0.605916842354761,0.03267615540709083,0.6026903603514483,0.0960187716483262,0.965,BFS original
0.6039253772054012,0.03115181596198994,0.597003156559979,0.10048146782824313,0.966,BFS original
0.6038306017248396,0.029637153856195975,0.597003156559979,0.09931528707022563,0.9670000000000001,BFS original
0.6041149843597419,0.025652051846336288,0.5973826632013453,0.09623993243727516,0.968,BFS original
0.6027876218929225,0.029612819375931056,0.5970029766990116,0.09523824988729994,0.9690000000000001,BFS original
0.6019342154994155,0.025783004233284824,0.5952962759786684,0.08867452176183477,0.97,BFS original
0.601886799662526,0.025714661049251814,0.5949171290592372,0.08705716475986239,0.971,BFS original
0.5989473324573935,0.023927042111798268,0.5871394012428393,0.07640406389190273,0.972,BFS original
0.5989473324573935,0.023927042111798268,0.5871394012428393,0.07640406389190273,0.973,BFS original
0.5995635697573051,0.02427680429205863,0.5915035477575834,0.07979230253213075,0.9740000000000001,BFS original
0.6001326721864141,0.018899931797482797,0.5926413482378121,0.08539146965692915,0.975,BFS original
0.5997533005367239,0.0208972776092893,0.5892263280484185,0.07977495674646068,0.976,BFS original
0.5932109040465973,0.01879649030380518,0.5829650080487783,0.07760327554252464,0.977,BFS original
0.5903662123220262,0.02097764459906046,0.5776585699254476,0.07098713200844531,0.978,BFS original
0.5896075701704374,0.019277018755586385,0.576710163043967,0.07593477084609576,0.9790000000000001,BFS original
0.5915986532059186,0.013726548951414608,0.5818306249269315,0.07544298159128585,0.98,BFS original
0.5926890601133687,0.0110442857554099,0.5822112107341025,0.061146467994571005,0.981,BFS original
0.592451980928921,0.010897704582921584,0.5846756657104059,0.06715328169369239,0.982,BFS original
0.5905079316164507,0.011494952731522044,0.5909315898810219,0.06891556026580678,0.983,BFS original
0.5906027632902298,0.01120616250942972,0.5852443860895528,0.060814430626215575,0.9840000000000001,BFS original
0.5888013885568807,0.01130253007397266,0.5799312931104257,0.05738168753830005,0.985,BFS original
0.5882799154988871,0.011125898489678977,0.5863785893504321,0.07455313695181902,0.986,BFS original
