accuracy,unfairness,accuracy_test,unfairness_test,epsilon
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.0
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.1
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.3
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.4
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.5
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.6
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.7
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.8
0.8220733384964388,0.06387387963421612,0.8219412030326649,0.06377768423775215,0.9
0.8140945234318803,0.04962431022438603,0.8130958827851756,0.05081882715546571,0.95
0.8139377536705773,0.04853232332311544,0.8128648869178055,0.05152224017893557,0.951
0.8131621359462567,0.047561789529713586,0.812435816778575,0.050632053245849615,0.952
0.8132446489626066,0.046821151624672194,0.8119737978088946,0.04842477690259628,0.953
0.8119079730903078,0.04570060693793991,0.8116107451643002,0.04861146193944495,0.954
0.8105712958564307,0.044503826708980496,0.8092344203887297,0.04616310178887192,0.955
0.8096966736774341,0.04370033234664489,0.8084093651154189,0.04577297370342372,0.956
0.8086240442910579,0.04274080190136872,0.8076501584801161,0.04489505060441917,0.957
0.8076174041452167,0.04139928690545196,0.8076831617804462,0.04237636495235199,0.958
0.8069243062451383,0.04046431907642471,0.8071221056748357,0.04112696740197502,0.959
0.8060496956395585,0.03969346564107001,0.8063960167266109,0.040500923352915386,0.96
0.8049357961292231,0.03860811395072434,0.8044487729842468,0.03795739058422144,0.961
0.8038796520540703,0.03779758653213237,0.8038547026843302,0.038744821393213655,0.962
0.8026832640357975,0.036575048861967135,0.8018742867850079,0.037943740144531425,0.963
0.8017591335023596,0.0355202564691431,0.799927092065536,0.039148583970074105,0.964
0.8009587833860741,0.03472368443399198,0.8000920922262221,0.038475059317911786,0.965
0.799943900584621,0.033607311166637045,0.7986398598598925,0.03605611558082957,0.966
0.7996303586792526,0.032803246184832775,0.7982768507912023,0.035759303230099224,0.967
0.7980378810190109,0.03158878107408973,0.7961645959941761,0.03488933884177202,0.968
0.7970147627102329,0.03079458316107834,0.7950754271664169,0.03414132247629636,0.969
0.7952490190848368,0.029741066091282926,0.7938542723722777,0.03156100442512126,0.97
0.7935080170420606,0.028803842635360462,0.7933262359079611,0.029879812345749983,0.971
0.7916020192617059,0.02759537365939302,0.7916100152679075,0.028243766812241767,0.972
0.7906201383990042,0.026758868396569296,0.7907519022243865,0.026759388756743295,0.973
0.7858923012541363,0.025599124907055282,0.7870554617765787,0.02433305379284846,0.974
0.7833014475485256,0.023072245540228003,0.7848772439547966,0.021858325962474424,0.975
0.7824020780002008,0.022483676339946794,0.7825999508681682,0.022564091263415725,0.976
0.7823195697493757,0.02232209554582234,0.7825339333735322,0.022768068825883857,0.977
0.7809993917829012,0.02171533536666315,0.7795634021233449,0.023415007638289166,0.978
0.7799927608277144,0.02054109205965383,0.7799266072836034,0.02096482259331173,0.979
0.7784415475047236,0.019127016226633427,0.7783094564614077,0.019232974632235,0.98
0.7777484506258292,0.01823260747117646,0.7762960808376596,0.021265423711172012,0.981
0.7771131108840905,0.017712680508580936,0.7760320544350192,0.02075469226487215,0.982
0.7743489939364826,0.01609278936120303,0.773886736420795,0.020512706259042904,0.983
0.7740767054757376,0.015584405175153351,0.7732596737145243,0.019353389396412343,0.984
0.772822545002551,0.014481400060121432,0.7723355377293795,0.01793934262929142,0.985
0.7723274842645782,0.013571593521996841,0.771807446795183,0.017057302673750014,0.986
0.7709495392895038,0.0119734918705015,0.7715434585214587,0.012940520022246396,0.987
0.7704297298206242,0.010569979016476622,0.7708173968081741,0.012201958486484909,0.988
0.7704709720322253,0.009264563988885807,0.7702892949800013,0.011206594540893478,0.989
0.7704379687318952,0.00905493812938181,0.7702562862326834,0.011192831779541005,0.99
0.7695221203398445,0.0086390265798591,0.7700582119608231,0.013386609476045499,0.991
0.7682266975717746,0.0066734122883517644,0.7681109736654471,0.011760531132113356,0.992
0.767063319661724,0.006125765273403581,0.7659324399183605,0.012357365608005995,0.993
0.7676656411257694,0.005239007960443427,0.7671536273944278,0.012116038045785944,0.994
0.7658173800588938,0.004632735184624844,0.7648433963713256,0.011132842956812345,0.995
0.7643321726557738,0.002624398895957926,0.7634572414165002,0.011550122660833414,0.996
0.7638701073890549,0.0018281011697903748,0.7628631820105596,0.011071288252421096,0.997
0.7642249075045713,0.0011163043564213163,0.7620380995023087,0.012218786568431178,0.998
0.7633090281366104,0.000612252890729794,0.7616090565980181,0.011245667041124636,0.999
0.752104017582335,0.0,0.7521038337535686,0.0,1.0
