accuracy,unfairness,accuracy_test,unfairness_test,epsilon
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.0
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.1
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.3
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.4
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.5
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.6
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.7
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.8
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.9
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.95
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.951
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.952
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.953
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.954
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.955
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.956
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.957
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.958
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.959
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.96
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.961
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.962
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.963
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.964
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.965
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.966
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.967
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.968
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.969
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.97
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.971
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.972
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.973
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.974
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.975
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.976
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.977
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.978
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.979
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.98
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.981
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.982
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.983
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.984
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.985
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.986
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.987
0.8225766388264718,0.008227452528927981,0.8223373080004815,0.01201773274557456,0.988
0.8215865197332886,0.005890699184991943,0.8203570446168236,0.016711406906145077,0.989
0.8215865197332886,0.005890699184991943,0.8203570446168236,0.016711406906145077,0.99
0.8214875098322985,0.005051808230254573,0.8177823623260165,0.018563587208676326,0.991
0.8211079562203508,0.0041043983425256055,0.8175513392237063,0.0223573869857397,0.992
0.8208604212560371,0.003279400364579477,0.817353319421726,0.022364933699900336,0.993
0.8208604212560371,0.003279400364579477,0.817353319421726,0.022364933699900336,0.994
0.8208604212560371,0.003279400364579477,0.817353319421726,0.022364933699900336,0.995
0.8204891341273243,0.002773768666004628,0.8168911969592735,0.024098027170394644,0.996
0.8192349569748014,0.0019272219258498647,0.8164291507546529,0.028105254714664185,0.997
0.818723394246269,0.001037798487329944,0.8157030835943802,0.025303661624152474,0.998
0.8189461757141514,0.0005366202652103081,0.8175842717131921,0.02515647281901563,0.999
0.752104017582335,0.0,0.7521038337535686,0.0,1.0
